"product","system","country","body","indication_key","indication_text","regulatory_approval_date","submission_or_start_date","decision_date","outcome","arrangement_type","arrangement_detail","added_benefit_or_rating","price_at_decision","price_currency","price_basis","stated_reasons_verbatim","document_title","document_id","source_url","fetched_date","status","notes"
"Zolgensma","France","France","HAS-CT","SMA_5q","Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec), solution pour perfusion, est important uniquement dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) : • chez les patients présymptomatiques et ayant jusqu’à 3 copies du gène SMN2, • avec un diagnostic clinique de SMA de type 1 • avec un diagnostic clinique de SMA de type 2.","2020-05-18","","2023-05-10","recommended-restricted","unknown","","SMR Important; ASMR III","","","","Patients présymptomatiques ayant 3 copies du gène SMN2 La Commission considère que ZOLGENSMA (onasemnogene abeparvovec) apporte une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique, au même titre que SPINRAZA (nusinersen). Patients présymptomatiques ayant 1 ou 2 copies du gène SMN2 La Commission considère que ZOLGENSMA (onasemnogene abeparvovec) apporte une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique, au même titre que SPINRAZA (nusinersen). Patients ayant une SMA de type 1 La Commission considère que ZOLGENSMA (onasemnogene abeparvovec) apporte une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique, au même titre que SPINRAZA (nusinersen) et EVRYSDI (risdiplam).","Avis de la Commission de la Transparence du 10/05/2023 - ZOLGENSMA - Réévaluation SMR et ASMR","CT-20080","https://www.has-sante.fr/jcms/p_3442932","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Zolgensma","France","France","HAS-CT","SMA_5q","Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec), solution pour perfusion, est insuffisant dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) avec un diagnostic clinique de SMA de type 3, pour justifier d’une prise en charge par la solidarité nationale aux regard des alternatives disponibles.","2020-05-18","","2023-05-10","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec), solution pour perfusion, est insuffisant dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) avec un diagnostic clinique de SMA de type 3, pour justifier d’une prise en charge par la solidarité nationale aux regard des alternatives disponibles.","Avis de la Commission de la Transparence du 10/05/2023 - ZOLGENSMA - Réévaluation SMR et ASMR","CT-20080","https://www.has-sante.fr/jcms/p_3442932","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis)"
"Ebvallo","France","France","HAS-CT","PTLD_EBV_2L","Le service médical rendu par EBVALLO (tabelecleucel) est important dans l’indication de l’AMM.","2022-12-16","","2023-06-07","recommended","unknown","","SMR Important; ASMR IV","","","","Compte tenu : • des données d’efficacité issues d’une étude non comparative, avec un taux de réponse globale de 48% (IC95% = [27,8 . 68,7]) dans la cohorte transplantation d’organe solide (dont 5 RC et 7 RP) et de 50% (IC95% = [23 . 77]) dans la population greffe de cellules couches hématopoïétiques (population FAS) . • des résultats de la comparaison indirecte entre les données de l’étude ALLELE et les données de l’étude observationnelle rétrospective RS002, suggérant une amélioration de la survie globale dans le groupe traité (étude ALLELE) avec un HR=0,37 et une IC95% : [0,20 .0,71] . • de l’intérêt de disposer d’un médicament ayant été évalué après échec d’un traitement anté-rieur incluant le rituximab et/ou la chimiothérapie, avec un profil de tolérance jugé acceptable . et malgré : • le manque de recul sur cette thérapie tant en matière d’efficacité que de tolérance . la Commission considère qu’en l’état actuel des données, et dans l’attente notamment des résultats finaux de l’étude ALLELE, EBVALLO (tabelecleucel) apporte une amélioration du service médical rendu mineure (ASMR IV) dans la stratégie thérapeutique actuelle à savoir chez les patients adultes et pédiatriques âgés de 2 ans et plus atteints d’une maladie lymphoproliférative post-transplantation et positive au virus d’Epstein-Barr récidivante ou réfractaire (LPT EBV+) qui ont reçu au moins un traitement antérieur.","Avis de la Commission de la Transparence du 07/06/2023 - EBVALLO - Inscription (CT)","CT-20229","https://www.has-sante.fr/jcms/p_3451087","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Abecma","France","France","HAS-CT","MM_4L","Le service médical rendu par ABECMA (idecabtagene vicleucel), reste important dans l’indication de l’AMM.","2021-08-18","","2023-06-21","recommended","unknown","","SMR Important; ASMR IV","","","","Compte-tenu : • de la démonstration dans une étude de phase 3, randomisée, en ouvert, de la supériorité d’ABECMA (idecabtagene vicleucel) par rapport au traitement au choix de l’investigateur (parmi 5 protocoles différents), en termes de : • survie sans progression évaluée par un comité indépendant selon les critères IMWG : HR=0,49 [IC95% : 0,38-0,65] . • taux de réponse globale évalué par un comité indépendant selon les critères IMWG : OR=3,5 [IC95% : 2,3-5,5] . • des analyses en sous-groupes, réalisées chez les patients ayant reçu 3 ou 4 traitements antérieurs, correspondant, en partie, à la population de l’AMM actuelle, ayant suggéré des résultats similaires, notamment en termes de survie sans progression : HR=0,49 [IC95% : 0,36-0,67], médiane de 11,9 mois (min-max : 9,2-14,1) dans le groupe ABECMA (idecabtagene vicleucel), et de 4,2 mois (min-max : 3,1-5,9) dans le groupe traitement au choix de l’investigateur, soit une estimation ponctuelle de la différence absolue de 7,7 mois . et malgré : • le caractère exploratoire de cette analyse en sous-groupe . • la réalisation en ouvert de l’étude . • les limites du groupe contrôle, puisque les patients pouvaient déjà avoir reçu auparavant le traitement . • l’absence de démonstration d’un impact sur la survie globale, en l’état actuel des données . • l’absence de conclusion formelle pouvant être tirée des résultats de qualité de vie . • l’absence de données chez les patients ayant reçu plus de 4 traitements antérieurs, faisant pourtant partie du libellé de l’AMM . • le profil de tolérance, marqué par une toxicité significative . la Commission considère qu’en l’état actuel du dossier, ABECMA (idecabtagene vicleucel) apporte une amélioration du service médical rendu mineure (ASMR IV) dans la stratégie thérapeutique actuelle, excluant CARVYKTI (ciltacabtagene autoleucel) et les anticorps bispéci-fiques (teclistamab et elranatanab).","Avis de la Commission de la Transparence du 21/06/2023 - ABECMA - Réévaluation ASMR","CT-20236","https://www.has-sante.fr/jcms/p_3449177","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Hemgenix","France","France","HAS-CT","HEMB_adult","Le service médical rendu par HEMGENIX (etranacogene dezaparvovec) est important dans le traitement de l’hémophilie B (déficit congénital en facteur IX) sévère et modérément sévère chez les patients adultes sans antécédents d’inhibiteurs du facteur IX.","2023-02-20","","2023-08-30","recommended","unknown","","SMR Important; ASMR IV","","","","Compte tenu : • des données cliniques démontrant l’efficacité de HEMGENIX (etranacogene dezaparvovec), notamment sa supériorité par rapport à une prophylaxie conventionnelle continue par FIX à 18 mois post-traitement en matière de taux de saignement annualisé (critère principal de jugement), moyenne de 4,19 versus 1,51 soit un ratio des taux de 0,36 (IC95% = [0,20 . 0,64] . p = 0,0002)) et de ¿niveaux d’activité du FIX endogène dans une étude de phase III (HOPE-B) ayant inclus 54 patients hémophilies, • des données exploratoires suggérant le maintien de cette efficacité à 2 ans dans l’étude pivot, avec l’absence de recours à une prophylaxie par FIX pour 96% des patients, et à 3 ans dans une étude de phase II non comparative ayant inclus 3 patients, • du besoin médical partiellement couvert par les concentrés de facteur IX, mais au regard des nombreuses incertitudes portant notamment sur : • le caractère non optimal de la démonstration de la supériorité versus la prophylaxie par FIX, avec une possible surestimation du bénéfice observé (étude ouverte de faible effectif, comparaisons intra-patients, modalités de la prophylaxie préalable par FIX mal définies et possiblement non optimisée pour tous les patients), • le maintien de l’efficacité à long terme du fait d’un recul maximal limité à ce jour à 3 ans et pour seulement 3 patients, • la tolérance à long terme, notamment sur le risque potentiel de cancer lié à l’intégration du vecteur et en particulier de carcinome hépatocellulaire (1 cas observé dans l’étude pivot), la Commission considère que HEMGENIX (etranacogene dezaparvovec) apporte une amélioration du service médical rendu mineure (ASMR IV) par rapport à la prophylaxie par concentrés de facteur IX.","Avis de la Commission de la Transparence du 30/08/2023 - HEMGENIX - Inscription (CT)","CT-20242","https://www.has-sante.fr/jcms/p_3460133","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Kymriah","France","France","HAS-CT","LBCL_3L","Le service médical rendu par KYMRIAH 1,2 x 10^6 – 6 x 10^8 cellules (tisagenlecleucel), dispersion cellulaire pour perfusion, reste important dans « le traitement des patients adultes atteints d’un lymphome diffus à grandes cellules B réfractaire ou en rechute après la deuxième ligne ou plus d’un traitement systémique » et aux posologies de l’AMM.","2018-08-23","","2023-09-06","recommended","unknown","","SMR Important; ASMR IV","","","","Compte tenu : • du recul supplémentaire concernant les données en vie réelle de KYMRIAH (tisagenlecleucel) issues du registre français DESCAR-T (26 centres activés, 388 patients traités, suivi médian de 15 mois depuis l’éligibilité), qui sont cohérentes avec les données cliniques (JULIET), • la place de à KYMRIAH (tisagenlecleucel) par rapport à YESCARTA (axicabtagene ciloleucel) qui reste difficile à déterminer compte des limites méthodologiques majeures de la comparaison indirecte fournie, • du profil de tolérance marqué par une toxicité significative à court terme, • et des incertitudes initiales identifiées qui perdurent malgré la demande de la CT, en particulier : • la quantité d’effet exacte par rapport à la prise en charge historique, faute de comparaison robuste, • le maintien de l’efficacité clinique à moyen et long terme, notamment sur l’obtention de guérison pour les patients en rémission durable, • et l’absence de données de tolérance à moyen et long terme, la Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données, la Commission considère que KYMRIAH 1,2 x 10^6 – 6 x 10^8 cellules (tisagenlecleucel), dispersion cellulaire pour perfusion, apporte une amélioration du service médical rendu mineure (ASMR IV) en termes d’efficacité par rapport à la prise en charge historique du lymphome diffus à grandes cellules B réfractaire ou en rechute, après au moins deux lignes de traitement systémique, fondée sur diverses chimiothérapies.","Avis de la Commission de la Transparence du 06/09/2023 - KYMRIAH - Réévaluation suite à résultats étude post-inscript","CT-20262","https://www.has-sante.fr/jcms/p_3467532","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Kymriah","France","France","HAS-CT","ALL_ped","Le service médical rendu par KYMRIAH 1,2 x 106 – 6 x 108 cellules (tisagenlecleucel), dispersion cellulaire pour perfusion est important dans le traitement des enfants et jeunes adultes jusqu’à 25 ans inclus atteints de leucémie aigüe lymphoblastique à cellules B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.","2018-08-23","","2023-09-06","recommended","unknown","","SMR Important; ASMR III","","","","La Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données KYMRIAH 1,2 x 10^6 – 6 x 10^8 cellules (tisagenlecleucel), dispersion cellulaire pour perfusion, apporte toujours une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique de prise en charge des enfants et jeunes adultes atteints de LAL B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.","Avis de la Commission de la Transparence du 06/09/2023 - KYMRIAH - Réévaluation suite à résultats étude post-inscript","CT-20264","https://www.has-sante.fr/jcms/p_3467523","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Yescarta","France","France","HAS-CT","LBCL_3L","Le service médical rendu par YESCARTA 0,4 - 2 x 108 cellules (axicabtagene ciloleucel), dispersion pour perfusion, reste important dans « le traitement des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB) et de lymphome médiastinal primitif à grandes cellules B (LMPGCB) réfractaire ou en rechute, après au moins deux lignes de traitement systémique » et aux posologies de l’AMM.","2018-08-23","","2023-09-06","recommended","unknown","","SMR Important; ASMR III","","","","La Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données, la Commission considère que YESCARTA 0,4 - 2 x 108 cellules (axicabtagene ciloleucel), dispersion pour perfusion, apporte une amélioration du service médical rendu modérée (ASMR III) en termes d’efficacité par rapport à la prise en charge historique du lymphome diffus à grandes cellules B et du lymphome médiastinal primitif à grandes cellules B réfractaire ou en rechute, après au moins deux lignes de traitement systémique, fondée sur diverses chimiothérapies.","Avis de la Commission de la Transparence du 06/09/2023 - YESCARTA - Réévaluation suite à résultats étude post-inscript","CT-20263","https://www.has-sante.fr/jcms/p_3467529","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Breyanzi","France","France","HAS-CT","LBCL_2L","Le service médical rendu par BREYANZI (lisocabtagene maraleucel), 1,1-70x10^6 cellules/mL/1,1-70x10^6 cellules/mL, dispersion pour perfusion est important dans l’indication de l’AMM.","2022-04-04","","2023-09-20","recommended","unknown","","SMR Important; ASMR III","","","","BREYANZI (lisocabtagene maraleucel), 1,1-70x10^6 cellules/mL / 1,1-70x10^6 cellules/mL, dispersion pour perfusion apporte une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique actuelle qui comprend les comparateurs pertinents cités en paragraphe 5.2).","Avis de la Commission de la Transparence du 20/09/2023 - BREYANZI - Inscription (CT)","CT-20349","https://www.has-sante.fr/jcms/p_3465836","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Luxturna","France","France","HAS-CT","RPE65","Le service médical rendu par LUXTURNA 5 x 1012 génomes de vecteur/ml, solution à diluer, reste important dans l’indication de l’AMM.","2018-11-22","","2024-07-17","recommended","unknown","","SMR Important; ASMR II","","","","Prenant en compte : • le besoin médical non couvert dans une maladie invalidante et évoluant vers la cécité en l’absence d’autres traitements à visée curative, • la qualité de la démonstration de l’efficacité de LUXTURNA (voretigene neparvovec) dans l’étude de phase III 301 versus l’absence de traitement, randomisée, multicentrique, et malgré le caractère ouvert de l’étude, • la pertinence du critère de jugement principal évaluant la vision fonctionnelle des patients par un test de mobilité en ambiance lumineuse variable (MLMT) et la pertinence clinique de l’effet observé après 1 an de suivi par rapport à l’absence de traitement, • les données de suivi à long terme dans 3 études (prolongation de l’étude 301 avec données exploitables jusqu’à 6 ans de recul, étude PASS PERCEIVE à partir des données du registre international sur 198 patients avec un suivi 1-2 ans voire 1 année supplémentaire pour les patients français et une étude observationnelle LIGHT sur 12 patients avec un suivi supérieur ou égal à 1 an) montrant le maintien des réponses cliniques sur les tests de mobilité, le seuil de sensibilité en lumière blanche plein champ et champ visuel, • une tolérance globalement inchangée depuis la commercialisation, malgré : • l’absence de démonstration robuste d’un effet de LUXTURNA (voretigene neparvovec) sur la qualité de vie, • la survenue fréquente d’une atrophie chorio-rétinienne progressive ayant eu peu d’impact sur l’évaluation des critères de jugement mais dont l’évolution à long terme doit être évaluée, la Commission considère que l’amélioration du service médical rendu par LUXTURNA 5 x 1012 génomes de vecteur/ml (voretigene neparvovec), solution à diluer injectable, reste importante (ASMR II) dans la prise en charge des patients adultes et pédiatriques ayant une perte visuelle due à une dystrophie rétinienne héréditaire résultant de mutations bi-alléliques confirmées du gène RPE65 et possédant suffisamment de cellules rétiniennes viables.","Avis de la Commission de la Transparence du 17/07/2024 - LUXTURNA - Réévaluation suite à résultats étude post-inscript","CT-20838","https://www.has-sante.fr/jcms/p_3538246","2026-09-05","provisional-from-snippet","avis type: re-evaluation; motif BDPM: Réévaluation suite à résultats étude post-inscript. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Abecma","France","France","HAS-CT","MM_3L","Le service médical rendu par ABECMA (idecabtagene vicleucel) est important dans l’indication de l’AMM.","2021-08-18","","2024-07-17","recommended","unknown","","SMR Important; ASMR IV","","","","Compte-tenu : • de la démonstration dans une étude de phase 3, randomisée, en ouvert, de la supériorité d’ABECMA (idecabtagene vicleucel) par rapport à un traitement au choix de l’investigateur, parmi 5 protocoles différents, en termes de : • survie sans progression évaluée par un comité de relecture indépendant selon les critères IMWG : HR=0,49 [IC95% : 0,38-0,65], avec une médiane de 13,3 mois (min-max : 11,8-16,1) dans le groupe ABECMA (idecabtagene vicleucel), et de 4,4 mois (min-max : 3,4-5,9) dans le groupe traitement au choix de l’investigateur, soit une estimation ponctuelle de la différence absolue de 8,9 mois . • taux de réponse globale évalué par un comité de relecture indépendant selon les critères IMWG : OR=3,5 [IC95% : 2,1-5,9] . et malgré : • la réalisation en ouvert de l’étude, ayant entraîné des biais d’évaluation possible, et notamment l’évaluation des décisions de traitement . • le fait que les patients du groupe traitement au choix de l’investigateur pouvaient recevoir un traitement reçu antérieurement (sauf le dernier traitement reçu) . • l’absence de pertinence clinique du taux de réponse globale dans ce contexte, compte tenu notamment de l’absence de démonstration de sa transposabilité sur la durée de survie globale ou l’amélioration de la qualité de vie . • l’absence de démonstration, en l’état actuel du dossier, d’un impact sur la survie globale, dans une maladie au stade avancé au pronostic défavorable . • l’absence de conclusion formelle pouvant être tirée des résultats de qualité de vie . • du profil de tolérance, marqué notamment par une toxicité significative . la Commission considère qu’ABECMA (idecabtagene vicleucel) apporte une amélioration du service médical rendu mineure (ASMR IV) dans la stratégie thérapeutique actuelle qui comprend les comparateurs pertinents (cf. 5 .2).","Avis de la Commission de la Transparence du 17/07/2024 - ABECMA - Extension d'indication","CT-20857","https://www.has-sante.fr/jcms/p_3538252","2026-09-05","provisional-from-snippet","avis type: extension of indication; motif BDPM: Extension d'indication. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible)"
"Casgevy","France","France","HAS-CT","SCD_VOC_12plus","Le service médical rendu par CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) est modéré dans le traitement de la drépanocytose sévère uniquement chez des patients âgés de 12 à 35 ans présentant des crises vaso-occlusives récurrentes (CVO) malgré un traitement bien conduit par hydroxycarbamide éligibles à une greffe de cellules souches hématopoïétiques (CSH) et pour lesquels un donneur apparenté HLA (antigène leucocytaire humain) compatible n'est pas disponible et dont la sévérité de la maladie est établie par : • la mise en place d'un programme transfusionnel depuis au moins 6 mois pour épisodes vaso-occlusifs récurrents (population pédiatrique et adulte), • ET/OU, pour la population adulte seulement, la persistance d'épisodes vaso-occlusifs ayant nécessité une hospitalisation conventionnelle dans l'année (>= 2 épisodes/an ou >= 1 épisode/an ayant nécessité une transfusion). La Commission conditionne le maintien du SMR modéré à sa réévaluation dans un délai maximal de 3 ans, sur la base des résultats complémentaires attendus (cf. 5.6 Demandes de données).","2024-02-09","","2024-08-28","recommended-restricted","unknown","","SMR Modéré conditionnel; ASMR V","","","","CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique actuelle qui comprend les comparateurs pertinents (cf. 5.2).","Avis de la Commission de la Transparence du 28/08/2024 - CASGEVY - Inscription (CT)","CT-20799","https://www.has-sante.fr/jcms/p_3541918","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Casgevy","France","France","HAS-CT","SCD_VOC_12plus","Le service médical rendu par CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans les autres situations de l’AMM.","2024-02-09","","2024-08-28","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","Le service médical rendu par CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans les autres situations de l’AMM.","Avis de la Commission de la Transparence du 28/08/2024 - CASGEVY - Inscription (CT)","CT-20799","https://www.has-sante.fr/jcms/p_3541918","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis)"
"Casgevy","France","France","HAS-CT","TDT_12plus","Le service médical rendu par CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) est important dans l’indication « traitement de la ß-thalassémie dépendante des transfusions (TDT) chez les patients âgés de 12 ans à 35 ans éligibles à une greffe de cellules souches hématopoïétiques (CSH) et pour lesquels un donneur apparenté HLA (antigène leucocytaire humain) compatible n’est pas disponible ». La Commission conditionne le maintien du SMR important à sa réévaluation dans un délai maximal de 3 ans, sur la base des résultats des résultats complémentaires attendus (cf. 5.6 Demandes de données).","2024-02-09","","2024-09-25","recommended-restricted","unknown","","SMR Important conditionnel; ASMR IV","","","","CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) apporte une amélioration du service médical rendu mineure (ASMR IV) dans la stratégie thérapeutique actuelle qui comprend les comparateurs pertinents (cf. 5.2).","Avis de la Commission de la Transparence du 25/09/2024 - CASGEVY - Inscription (CT)","CT-20794","https://www.has-sante.fr/jcms/p_3545557","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible)"
"Casgevy","France","France","HAS-CT","TDT_12plus","Le service médical rendu par CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) est insuffisant pour justifier d’une prise en charge par la solidarité nationale au regard des alternatives disponibles dans les autres situations de l’AMM (patients âgés de 35 ans et plus).","2024-02-09","","2024-09-25","not-recommended","none","","SMR insuffisant; ASMR sans objet","","","","Le service médical rendu par CASGEVY 4 à 13 x 106 cellules/mL (exagamglogène autotemcel) est insuffisant pour justifier d’une prise en charge par la solidarité nationale au regard des alternatives disponibles dans les autres situations de l’AMM (patients âgés de 35 ans et plus).","Avis de la Commission de la Transparence du 25/09/2024 - CASGEVY - Inscription (CT)","CT-20794","https://www.has-sante.fr/jcms/p_3545557","2026-09-05","provisional-from-snippet","avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis)"
