"product","system","country","body","indication_key","indication_text","regulatory_approval_date","submission_or_start_date","decision_date","outcome","arrangement_type","arrangement_detail","added_benefit_or_rating","price_at_decision","price_currency","price_basis","stated_reasons_verbatim","document_title","document_id","source_url","fetched_date","status","notes"
"Zolgensma","Italy","Italy","AIFA","SMA_type1","«Zolgensma» e' indicato per il trattamento dell'atrofia muscolare spinale (SMA) 5q in pazienti con peso fino a 13,5 kg: diagnosi clinica di SMA di tipo 1 ed esordio nei primi sei mesi di vita, oppure diagnosi genetica di SMA di tipo 1 (mutazione biallelica nel gene SMN1 e fino a due copie del gene SMN2). (indicazione rimborsata, piu' ristretta dell'indicazione autorizzata)","2020-05-18","","2021-03-13","recommended-managed-access","outcomes-based","classe H (confezioni fino a 9 flaconcini; confezioni maggiori in classe C); 'Sconto obbligatorio sul prezzo ex-factory ... e una modalita' di pagamento condizionato (payment at result) alla consegna del farmaco e a dodici, ventiquattro, trentasei, quarantotto mesi dalla somministrazione'; registro AIFA; società rinuncia alla sospensione delle riduzioni di legge","innovatività piena","2155124.65","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 3.556.817,72)","Determina: 'viene riconosciuta l'innovativita' per dodici mesi, rinnovabile previo nuovo parere ... fino all'estensione massima di trentasei mesi'. Scheda di conferma (CTS aprile 2022): 'In considerazione di un: 1) bisogno terapeutico moderato, di un 2) valore terapeutico aggiunto importante, pur a fronte di una qualità delle prove bassa per via del disegno degli studi (pur giustificabile in una patologia ultrarara con un'aspettativa di vita ≤ 2 anni di età se non trattata), può essere confermata a Zolgensma® (farmaco orfano) nell'indicazione richiesta l'innovatività.'","Regime di rimborsabilita' e prezzo del medicinale per uso umano «Zolgensma». (Determina n. DG/277/2021) - GU Serie Generale n.62 del 13-03-2021","21A01554","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2021-03-13&atto.codiceRedazionale=21A01554","2026-09-05","verified-from-source","No Cnn classification cited (AIC attributed in this determina). Early access via legge 648/1996 list: inserimento GU n.286 del 17-11-2020 (20A06264), esclusione GU 20-04-2021 (21A02386). Domanda 26 maggio 2020; CTS 5 agosto 2020, 16/18/23 settembre 2020, 11-13 novembre 2020, 10-12 febbraio 2021, 8 marzo 2021; CPR 23-25 febbraio 2021; CdA 9 marzo 2021. Innovatività confermata: Determina 422/2022 GU n.135 del 11-06-2022 (22A03436, CTS 2-4 maggio 2022) and Determina 616/2023 GU n.244 del 18-10-2023 (23A05733, CTS 6-8 settembre 2023, 'per l'ultima volta'). Validità 24 mesi non rinnovabili."
"Zolgensma","Italy","Italy","AIFA","SMA_type1;SMA_presymptomatic_3SMN2","«Zolgensma» e' indicato per il trattamento dell'atrofia muscolare spinale (SMA) 5q in pazienti con peso fino a 13,5 Kg e diagnosi clinica di SMA di tipo 1 ed esordio dei sintomi nei primi 6 mesi di vita oppure diagnosi di SMA 5q (mutazione biallelica nel gene SMN1 e fino a tre copie del gene SMN2).","2020-05-18","","2024-03-16","recommended-restricted","confidential-discount","Rinegoziazione: classe H; sconto obbligatorio sul prezzo ex factory; registro AIFA aggiornato; il testo della rinegoziazione non riporta piu' la clausola di payment at result; accordo novativo della Determina DG/277/2021","innovatività piena (confermata fino al 14 marzo 2024)","2155124.65","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 3.556.817,72)","Scheda di conferma (CTS giugno 2023): 'In considerazione di un: 1) bisogno terapeutico moderato, di un 2) valore terapeutico aggiunto importante, e della 3) qualità delle prove bassa, può essere confermata, per l'ultima volta, a Zolgensma® nell'indicazione richiesta l'innovatività per 12 mesi.'","Rinegoziazione del medicinale per uso umano «Zolgensma», ai sensi dell'articolo 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina n. 46/2024) - GU Serie Generale n.64 del 16-03-2024","24A01361","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2024-03-16&atto.codiceRedazionale=24A01361","2026-09-05","verified-from-source","Renegotiation extending the reimbursed population to pre-symptomatic patients with up to 3 SMN2 copies (weight ≤ 13.5 kg). Domanda 3 febbraio 2023; CTS 7-9 giugno 2023; CPR 12 e 15 gennaio 2024; CdA 30 gennaio 2024. Validità 24 mesi."
"Strimvelis","Italy","Italy","AIFA","ADA_SCID","«Strimvelis» e' indicato per il trattamento di pazienti con immunodeficienza grave combinata da deficit di adenosina deaminasi (ADA-SCID), per i quali non sia disponibile un idoneo donatore consanguineo di cellule staminali HLA (antigene leucocitario umano)-compatibili.","2016-05-26","","2016-08-01","recommended-managed-access","outcomes-based","classe H; 'Payment by results, come da condizioni negoziali'; registro AIFA (scheda di arruolamento e follow-up)","innovatività piena","594000","EUR","ex-factory GU (no public price stated in the Determina)","Determina: 'Attribuzione del requisito dell'innovazione terapeutica, da cui consegue: la non applicazione delle riduzioni di legge ...; l'inserimento nel fondo per i farmaci innovativi ...' (pre-2017 innovativeness regime; no GRADE scheda published)","Regime di rimborsabilita' e prezzo di vendita del medicinale per uso umano «Strimvelis». (Determina n. 1028/2016) - GU Serie Generale n.178 del 01-08-2016","16A05546","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2016-08-01&atto.codiceRedazionale=16A05546","2026-09-05","verified-from-source","No Cnn classification cited. CTS 4 maggio 2016; CPR 23 maggio 2016; CdA 21 giugno 2016. Validità 24 mesi. Registry conditions modified by Determina n. 27/2025, GU n.92 del 19-04-2025 (25A02365). MAH now Fondazione Telethon ETS (AIFA database)."
"Zalmoxis","Italy","Italy","AIFA","haploHSCT_adjunct","«Zalmoxis» e' indicato come trattamento aggiuntivo nel trapianto aploidentico di cellule staminali emopoietiche (HSCT) in pazienti adulti con neoplasie maligne ematologiche ad alto rischio.","2016-08-18","","2018-02-14","recommended-managed-access","other","classe H; 'Meccanismo di rimborso: costo flat per paziente, come da condizioni negoziali. Clausola di salvaguardia: eventuale obbligo di presentazione di istanza di rinegoziazione come da accordi negoziali'; registro AIFA","non innovativo","149000","EUR","ex-factory GU (prezzo al pubblico IVA inclusa EUR 245.909,60)","Scheda innovatività (CTS settembre 2017): 'L'innovatività non può essere attribuita a Zalmoxis, in considerazione: 1) di un bisogno terapeutico giudicato moderato ... 2) di un valore terapeutico aggiunto giudicato moderato in quanto il beneficio clinico nello studio registrativo TK007 è dimostrato primariamente su esiti surrogati ... 3) di una qualità delle prove giudicata molto bassa, in quanto è disponibile un unico studio (TK007) non randomizzato'","Regime di rimborsabilita' e prezzo del medicinale per uso umano «Zalmoxis». (Determina n. 139/2018) - GU Serie Generale n.37 del 14-02-2018","18A00972","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2018-02-14&atto.codiceRedazionale=18A00972","2026-09-05","verified-from-source","No Cnn classification cited. CTS 13 settembre 2017; CPR 21 novembre 2017; CdA 30 novembre 2017. Validità 24 mesi. EU marketing authorisation withdrawn 2019-10-09."
"Alofisel","Italy","Italy","AIFA","CD_perianal_fistula","«Alofisel» e' indicato per il trattamento delle fistole perianali complesse in pazienti adulti con malattia di Crohn luminale non attiva/lievemente attiva, nei casi in cui le fistole hanno mostrato una risposta inadeguata ad almeno una terapia convenzionale o biologica.","2018-03-23","","2018-10-08","not-recommended","none","Classe di rimborsabilita': C (non rimborsato dal SSN)","non innovativo","","","","Scheda innovatività (CTS aprile 2019): 'In considerazione di un bisogno terapeutico moderato, di un valore terapeutico aggiunto scarso e di una qualità delle prove bassa, il farmaco non può essere considerato innovativo.'","Regime di rimborsabilita' e prezzo, a seguito di nuove indicazioni terapeutiche, del medicinale per uso umano «Alofisel». (Determina n. 1438/2018) - GU Serie Generale n.234 del 08-10-2018","18A06269","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2018-10-08&atto.codiceRedazionale=18A06269","2026-09-05","verified-from-source","CTS 9 aprile 2018 e 11 luglio 2018. No price stated (classe C). Elenco AIFA innovativi lists Alofisel as classe C with this Determina. EU MA withdrawn 2024-12-13."
"Ebvallo","Italy","Italy","AIFA","EBV_PTLD_2L","«Ebvallo» e' indicato in monoterapia per il trattamento di pazienti adulti e pediatrici di eta' pari o superiore a 2 anni con malattia linfoproliferativa post-trapianto positiva al virus di Epstein-Barr (EBV+ PTLD) recidivata o refrattaria, che hanno ricevuto almeno una terapia precedente. Per i pazienti sottoposti a trapianto di organo solido, la terapia precedente include la chemioterapia, a meno che la chemioterapia non risulti inappropriata.","2022-12-16","2023-03-10","2025-03-13","recommended-managed-access","managed-access-agreement","classe H; sconto obbligatorio sul prezzo ex-factory; 'MEA: Capping da applicarsi tramite registro di monitoraggio, come da condizioni previste da accordo negoziale'","non innovativo","75000","EUR","ex-factory GU per confezione (prezzo al pubblico IVA inclusa EUR 123.780,00)","Scheda innovatività (CTS 6-8 settembre 2023): 'Considerati i dati portati a supporto della richiesta di innovatività e la rarità della patologia in esame, si ritiene che ad Ebvallo non possa essere riconosciuta l'innovatività in questa indicazione, in considerazione del 1) bisogno terapeutico massimo 2) valore terapeutico aggiunto non valutabile 3) qualità delle prove bassa'","Riclassificazione del medicinale per uso umano «Ebvallo», ai sensi dell'articolo 8, comma 10, della legge 24 dicembre 1993, n. 537. (Determina n. 248/2025) - GU Serie Generale n.60 del 13-03-2025","25A01601","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2025-03-13&atto.codiceRedazionale=25A01601","2026-09-05","verified-from-source","Cnn: Determina n. 35/2023 del 23 febbraio 2023, GU n.59 del 10-03-2023 (23A01374). Domanda 4 aprile 2023; CTS 5-7 luglio, 6-9 settembre e 10-12 ottobre 2023; CSE 7-11 ottobre 2024; CdA 10 dicembre 2024. Validità 24 mesi non rinnovabile. AIFA innovativeness list (31.07.2026) lists Ebvallo with this Determina but no innovativeness dates."
"Imlygic","Italy","Italy","AIFA","melanoma_unresectable","Cnn classification only (indication per EU SmPC: melanoma non resecabile con metastasi regionali o a distanza (stadio IIIB, IIIC e IVM1a) senza malattia ossea, cerebrale, polmonare o altra malattia viscerale)","2015-12-16","2017-02-10","","under-assessment","unknown","Classe C(nn) 'dedicata ai farmaci non ancora valutati ai fini della rimborsabilita''; AIFA database (05-09-2026) still shows classe Cnn, not marketed","","","","","","Classificazione, ai sensi dell'articolo 12, comma 5, legge 8 novembre 2012, n. 189, del medicinale per uso umano «Imlygic», approvato con procedura centralizzata. (Determina n. 39/2017) - GU Serie Generale n.34 del 10-02-2017, Suppl. Ordinario n. 9","17A00534","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2017-02-10&atto.codiceRedazionale=17A00534","2026-09-05","verified-from-source","CTS 10-12 febbraio 2016 (for the Cnn act). No reimbursement determina found in GU or TrovaNormeFarmaco; AIFA banca dati flags flagCommercio=0 (never marketed in Italy). Nine years in Cnn suggests no P&R application was pursued, but no formal withdrawal act found."
"Adstiladrin","Italy","Italy","AIFA","NMIBC_BCG_unresponsive","Cnn classification only (indication per EU SmPC: carcinoma vescicale non muscolo-invasivo ad alto rischio non responsivo al BCG con carcinoma in situ)","2026-05-28","2026-08-22","","under-assessment","unknown","Classe C(nn); AIFA database shows classe Cnn, not yet marketed","","","","","","Classificazione, ai sensi dell'articolo 12, comma 5, della legge 8 novembre 2012, n. 189, del medicinale per uso umano, a base di nadofaragene firadenovec, «Adstiladrin». (Determina n. 1125/2026) - GU Serie Generale n.194 del 22-08-2026","26A04249","https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2026-08-22&atto.codiceRedazionale=26A04249","2026-09-05","verified-from-source","Pricing negotiation not yet concluded as of 05-09-2026. Determina states future P&R acts will be published only on TrovaNormeFarmaco."
"Zynteglo","Italy","Italy","AIFA","TDT_12plus","","2019-05-29","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA withdrawn 2022-03-24. GU title search returned no atto; AIFA banca dati has no entry; TrovaNormeFarmaco no record. No Cnn or P&R determina found."
"Skysona","Italy","Italy","AIFA","CALD","","2021-07-16","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA withdrawn 2021-11-18. No GU atto, AIFA banca dati entry or TrovaNormeFarmaco record found."
"Glybera","Italy","Italy","AIFA","LPLD","","2012-10-25","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA expired 2017-10-28. No GU atto or AIFA record found (web search on gazzettaufficiale.it returned only unrelated acts)."
"Provenge","Italy","Italy","AIFA","mCRPC","","2013-09-06","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA withdrawn 2015-05-06. No GU atto or AIFA record found."
"Beqvez / Durveqtix","Italy","Italy","AIFA","HEMB_adult","","2024-07-24","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA withdrawn 2025-05-15. No GU atto, AIFA banca dati entry or TrovaNormeFarmaco record found."
"Vyjuvek","Italy","Italy","AIFA","DEB","","2025-04-23","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","No GU Cnn classification, AIFA banca dati entry or TrovaNormeFarmaco record found as of 05-09-2026."
"Aucatzyl","Italy","Italy","AIFA","ALL_adult","","2025-07-17","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","No GU Cnn classification, AIFA banca dati entry or TrovaNormeFarmaco record found as of 05-09-2026."
"Waskyra","Italy","Italy","AIFA","WAS","","2026-01-09","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","No GU Cnn classification, AIFA banca dati entry or TrovaNormeFarmaco record found as of 05-09-2026 (MAH Fondazione Telethon)."
"Itvisma","Italy","Italy","AIFA","SMA_intrathecal","","2026-06-30","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","No GU Cnn classification, AIFA banca dati entry or TrovaNormeFarmaco record found as of 05-09-2026."
"Amtagvi","Italy","Italy","AIFA","melanoma","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: MAA withdrawn by applicant; no EU authorisation (cohort brief). No AIFA record."
"Elevidys","Italy","Italy","AIFA","DMD","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: EU marketing authorisation refused (cohort brief). No AIFA record."
"Encelto","Italy","Italy","AIFA","MacTel2","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Genglycos","Italy","Italy","AIFA","GSD1a","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Kresladi","Italy","Italy","AIFA","LAD1","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Lantidra","Italy","Italy","AIFA","T1D","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Lyfgenia","Italy","Italy","AIFA","SCD","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Omisirge","Italy","Italy","AIFA","HSCT_cord","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Otarmeni","Italy","Italy","AIFA","OTOF_hearing_loss","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Papzimeos","Italy","Italy","AIFA","RRP","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Ryoncil","Italy","Italy","AIFA","aGVHD_ped","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Tecelra","Italy","Italy","AIFA","synovial_sarcoma","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Tregzi","Italy","Italy","AIFA","HSCT_Treg","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Tudriqev","Italy","Italy","AIFA","melanoma","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
"Zevaskyn","Italy","Italy","AIFA","RDEB","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","Not applicable in Italy: no EU authorisation (cohort brief). No AIFA record."
