sample_id,batch,raw_file,row_index,n_verified_rows,status_recorded,source_url,row_summary
A072,audit_4,data/uptake/raw/cart_country_supplement.csv,31,327,verified-from-source,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM3_ESM.pdf,"registry=EBMT activity survey | geography=Iceland | year=2024 | product_or_class=CAR-T all | count=0 | count_type=patients | verbatim=Iceland: (1 centres: 12 (14) 0/12), (0 (0) 0/0)"
A073,audit_1,data/uptake/raw/tecartus_revenue.csv,89,120,verified-from-source,https://s29.q4cdn.com/585078350/files/doc_financials/2026/q1/GILD-Q126-Earnings-Press-Release-7-May-2026.pdf,"product=Tecartus | period=2026Q1 | region=Europe | revenue_musd=37 | currency=USD | source_doc=GILEAD SCIENCES ANNOUNCES FIRST QUARTER FINANCIAL RESULTS, e | source_url=https://s29.q4cdn.com/585078350/files/doc_financials/2026/q1 | status=verified-from-source"
A074,audit_2,data/uptake/raw/carvykti_revenue.csv,29,51,verified-from-source,https://www.sec.gov/Archives/edgar/data/200406/000020040625000201/a2025q3exhibit992.htm,"product=Carvykti | period=2024Q3 | region=Total | revenue_musd=286 | currency=USD | source_doc=Johnson & Johnson Supplementary Sales Data, third quarter an | source_url=https://www.sec.gov/Archives/edgar/data/200406/0000200406250 | status=verified-from-source"
A075,audit_3,data/access/raw/decisions_gba.csv,22,70,verified-from-source,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/960/,"product=Breyanzi | system=Germany | country=Germany | body=G-BA | indication_key=LBCL_2L | indication_text=Erwachsene mit diffus großzelligem B-Zell-Lymphom (DLBCL), h | regulatory_approval_date=2023-04-28 | submission_or_start_date=2023-06-01"
A076,audit_4,data/uptake/raw/cart_registry_counts.csv,99,141,verified-from-source,https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,registry=DRST / DRST-EBMT activity survey | geography=Germany | year=2024 | product_or_class=Myeloma | count=562 | count_type=patients | verbatim=Tabelle 3.9 Malignom: Myelom 2024: 562
A077,audit_1,data/uptake/raw/eligible_E1b.csv,48,39,verified-from-source,https://seer.cancer.gov/statfacts/html/melan.html,product=Amtagvi | indication_key=MEL_all | indication_label=all melanoma of the skin (not label-restricted) | geography=US | measure_type=incidence_rate | value_point=112000
A078,audit_2,data/uptake/raw/eligible_E2.csv,46,98,verified-from-source,https://pubmed.ncbi.nlm.nih.gov/35156839/,product=Roctavian | indication_key=HemA_severe | indication_label=share of people with hemophilia A with pre-existing anti-AAV | geography=Japan | measure_type=seroprevalence | value_point=29.8
A079,audit_3,data/cohort/raw/projections_S16_S17.csv,276,277,verified-from-source,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2025/06/defining-disruption-7b.png,source_id=S20 | source_title=Cell and Gene therapy (CGT) pipeline deep dive (Paying for C | geography=US | series=patients_new_per_year | scenario=component: Incident cases - oncology | year=2026 | value_point=11069
A080,audit_4,data/access/raw/decisions_australia.csv,12,47,verified-from-source,https://www.msac.gov.au/sites/default/files/documents/1748%20Final%20PSD%20-%20July%202023%20(redacted).pdf,product=Kymriah | system=Australia | country=Australia | body=MSAC | indication_key=ALL_ped | indication_text=Review of tisagenlecleucel (Kymriah) for treatment of acute  | regulatory_approval_date=2018-12-19 | submission_or_start_date=2023-02-08
A081,audit_1,data/cohort/raw/s06_success_rates.csv,70,90,verified-from-source,https://media.nature.com/original/magazine-assets/d41573-025-00036-8/50677254,metric=program_count | technology_class=rare disease gene therapy | phase_from=Approval | phase_to=Approval | value=12 | unit=product-indication programmes | period_covered=1988-2023 (ClinicalTrials.gov trials starting on or before 3
A082,audit_2,data/uptake/raw/eligible_E3b.csv,27,47,verified-from-source,https://www.g-ba.de/downloads/92-975-703/2015-02-02_Nutzenbewertung-G-BA_Alipogentiparvovec_2014-11-01-D-138.pdf,"product=Glybera | indication_key=LPLD | indication_label=adults with genetically confirmed familial LPLD, severe or m | geography=EU | measure_type=label_indication"
A083,audit_3,data/uptake/raw/cart_registry_counts.csv,138,141,verified-from-source,https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,"registry=Spanish Ministry of Health CAR-T expert-group circuit | geography=Spain | year=2019 | product_or_class=CAR-T all | count=159 | count_type=patients | per_10m_population=33 | verbatim=Partiendo de 159 solicitudes en 2019 (ano parcial, desde mar"
A084,audit_4,data/uptake/raw/carvykti_revenue.csv,43,51,verified-from-source,https://www.sec.gov/Archives/edgar/data/200406/000020040626000002/a2025q4exhibit992.htm,"product=Carvykti | period=2025Q4 | region=International | revenue_musd=135 | currency=USD | source_doc=Johnson & Johnson Supplementary Sales Data, fourth quarter a | source_url=https://www.sec.gov/Archives/edgar/data/200406/0000200406260 | status=verified-from-source"
A085,audit_1,data/uptake/raw/aucatzyl_revenue.csv,9,10,verified-from-source,https://www.sec.gov/Archives/edgar/data/1730463/000173046326000119/autlex-991pr110826a01.htm,"product=Aucatzyl | period=2026H1 | region=Total | revenue_musd=71.9 | currency=USD | source_doc=Autolus Therapeutics 8-K Ex-99.1, Second Quarter 2026 Financ | source_url=https://www.sec.gov/Archives/edgar/data/1730463/000173046326 | status=verified-from-source"
A086,audit_2,data/uptake/raw/tecartus_revenue.csv,100,120,verified-from-source,https://www.gilead.com/news-and-press/press-room/press-releases/2022/2/gilead-sciences-announces-fourth-quarter-and-full-year-2021-financial-results,product=Tecartus | period=FY2021 | region=US | revenue_musd=136 | currency=USD | source_doc=Gilead Sciences Announces Fourth Quarter and Full Year 2021  | source_url=https://www.gilead.com/news-and-press/press-room/press-relea | status=verified-from-source
A087,audit_3,data/investment/raw/events_by_product.csv,7,86,verified-from-source,https://www.sec.gov/Archives/edgar/data/1425205/000110465925075175/tm2522769d1_ex99-1.htm,product=Amtagvi | sponsor_at_event=Iovance | event_date=2025-08-07 | event_type=restructuring | event_title=Iovance strategic restructuring (>USD 100m annual savings; c | manufacturing_model=other
A088,audit_4,data/uptake/raw/launches2026_disclosures.csv,9,6,verified-from-source,https://www.sec.gov/Archives/edgar/data/1114448/000111444826000012/nvs-20260630-99_1.htm,"product=Itvisma | record_type=statement | as_of_date=2026-06-30 | region=Global | value=365 | unit=USD million Zolgensma group Q2 2026 net sales | verbatim=Zolgensma Group (USD 365 million, +20% cc) sales grew driven | source_doc=Novartis 6-K Ex-99.1, Financial Report Q2 2026 (2026-07-21)"
A089,audit_1,data/uptake/raw/abecma_revenue.csv,50,51,verified-from-source,https://www.sec.gov/Archives/edgar/data/14272/000001427225000129/a2025q2ex991-filing.htm,product=Abecma | period=2025Q2 | region=International | revenue_musd=40 | currency=USD | source_doc=Bristol Myers Squibb Reports Second Quarter Financial Result | source_url=https://www.sec.gov/Archives/edgar/data/14272/00000142722500 | status=verified-from-source
A090,audit_2,data/uptake/raw/yescarta_revenue.csv,114,176,verified-from-source,https://investors.gilead.com/news/news-details/2026/Gilead-Sciences-Announces-Fourth-Quarter-and-Full-Year-2025-Financial-Results/default.aspx,product=Yescarta | period=2024Q4 | region=Other | revenue_musd=72 | currency=USD | source_doc=Gilead Sciences Announces Fourth Quarter and Full Year 2025  | source_url=https://investors.gilead.com/news/news-details/2026/Gilead-S | status=verified-from-source
A091,audit_3,data/uptake/raw/breyanzi_revenue.csv,0,57,verified-from-source,https://www.sec.gov/Archives/edgar/data/14272/000001427222000112/q12022ex991.htm,product=Breyanzi | period=2021Q1 | region=Total | currency=USD | source_doc=Bristol Myers Squibb Reports First Quarter Financial Results | source_url=https://www.sec.gov/Archives/edgar/data/14272/00000142722200 | status=verified-from-source
A092,audit_4,data/access/raw/governance_china.csv,70,40,verified-from-source,https://www.jwtherapeutics.com/en/media/press-release/20251207/,"system=China | product=Carteyva (倍诺达, 瑞基奥仑赛注射液, relmacabtagene autoleucel; JW Thera | event_type=insurance-coverage | event_date=2025-12-07 | body=JW Therapeutics (press release) | outcome=covered | detail=Included in over 100 inclusive supplementary health insuranc"
A093,audit_1,data/uptake/raw/aucatzyl_disclosures.csv,3,13,verified-from-source,https://www.sec.gov/Archives/edgar/data/1730463/000173046325000032/autlex-991pr080525.htm,"product=Aucatzyl | record_type=statement | as_of_date=2025-05-08 | region=US | unit=payer coverage | verbatim=Patient access to AUCATZYL continues to increase, with cover | source_doc=Autolus Therapeutics 8-K Ex-99.1, First Quarter 2025 Financi"
A094,audit_2,data/access/raw/governance_us.csv,51,112,verified-from-source,https://www.sec.gov/Archives/edgar/data/1711279/000171127926000058/a2q26-ex991xpressrelease.htm,system=United States | product=Vyjuvek | event_type=commercial-coverage | event_date=2026-08-03 | body=Krystal Biotech | outcome=covered | detail=Cumulative US reimbursement approvals and prescriber base at | amount=730
A095,audit_3,data/access/raw/governance_china.csv,5,40,verified-from-source,https://www.nhsa.gov.cn/attach/Ypsn2023/YPSW202300359/YPSW202300359-W1.pdf,"system=China | product=Yescarta (Yikaida 奕凯达, 阿基仑赛注射液, axicabtagene ciloleucel; Fos | event_type=reimbursement-decision | event_date=2023-07-14 | body=NHSA (NRDL 2023) | outcome=not listed | detail=Application submitted 2023-07-14 (药品目录外, 治疗用生物制品3类, exclusiv"
A096,audit_4,data/uptake/raw/eligible_E3a.csv,99,53,verified-from-source,https://jcc.nhs.wales/clinical-policies/children-services/eladocagene-exuparvovec-for-treating-aromatic-l-amino-acid-decarboxylase-deficiency-in-people-aged-18-months-and-over-policy-position-statement-pp281-february-2024-pdf/,product=Upstaza | indication_key=AADC | indication_label=estimated prevalence in the US based on CSF analysis and gen | geography=US | measure_type=incidence_rate | value_low=1 | value_high=3
A097,audit_1,data/uptake/raw/cart_registry_counts.csv,87,141,verified-from-source,https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,registry=DRST / DRST-EBMT activity survey | geography=Germany | year=2021 | product_or_class=CAR-T all | count=437 | count_type=patients | verbatim=Tabelle 3.9 Gesamt 2021: autolog 433 allogen 4
A098,audit_2,data/access/raw/decisions_gba.csv,62,70,verified-from-source,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/143/,"product=Provenge | system=Germany | country=Germany | body=G-BA | indication_key=mCRPC_asymptomatic | indication_text=asymptomatisches oder minimal symptomatisches, metastasierte | regulatory_approval_date=2013-09-06 | submission_or_start_date=2014-10-01"
A099,audit_3,data/uptake/raw/verification_hemgenix_tecartus.csv,23,35,verified-from-source,https://www.sec.gov/Archives/edgar/data/0001590560/000110465926055242/qure-20260505xex99d1.htm,"task=A | product=Hemgenix | record_type=statement | as_of_date=2026-05-05 | region=Global | verbatim=In April 2026, uniQure, CSL Behring and Genezen entered into"
A100,audit_4,data/access/raw/decisions_nice.csv,44,47,verified-from-source,https://www.nice.org.uk/guidance/indevelopment/gid-ta10752,product=Amtagvi | system=England | country=UK | body=NICE | indication_key=MEL_previously_treated | indication_text=Lifileucel for previously treated unresectable or metastatic | submission_or_start_date=2025-01-08
A101,audit_1,data/access/raw/governance_singapore.csv,43,44,verified-from-source,https://www.ace-hta.gov.sg/healthcare-professionals/ace-technology-guidance/drug-guidance/axicabtagene-ciloleucel--for-relapsed-or-refractory-large-b-cell-lymphoma-after-two-or-more-lines-of-systemic-therapy/,system=Singapore | product=Yescarta | event_type=hta-guidance | event_date=2025-06-04 | body=MOH Drug Advisory Committee / ACE | outcome=recommended | detail=Axicabtagene 3L (r/r LBCL after two or more lines incl. DLBC
A102,audit_2,data/uptake/raw/abecma_disclosures.csv,9,11,verified-from-source,https://www.sec.gov/Archives/edgar/data/14272/000001427225000129/a2025q2ex991-filing.htm,product=Abecma | record_type=statement | as_of_date=2025-06-30 | region=US | verbatim=The FDA approved label updates for CAR T cell therapies Brey | source_doc=Bristol Myers Squibb Reports Second Quarter Financial Result
A103,audit_3,data/uptake/raw/breyanzi_revenue.csv,43,57,verified-from-source,https://www.sec.gov/Archives/edgar/data/14272/000001427225000037/a2024ex991-filing.htm,product=Breyanzi | period=2024Q4 | region=US | revenue_musd=209 | currency=USD | source_doc=Bristol Myers Squibb Reports Fourth Quarter and Full-Year Fi | source_url=https://www.sec.gov/Archives/edgar/data/14272/00000142722500 | status=verified-from-source
A104,audit_4,data/uptake/raw/yescarta_revenue.csv,85,176,verified-from-source,https://investors.gilead.com/news/news-details/2023/Gilead-Sciences-Announces-First-Quarter-2023-Financial-Results/default.aspx,product=Yescarta | period=2023Q1 | region=Europe | revenue_musd=121 | currency=USD | source_doc=Gilead Sciences Announces First Quarter 2023 Financial Resul | source_url=https://investors.gilead.com/news/news-details/2023/Gilead-S | status=verified-from-source
A105,audit_1,data/uptake/raw/lyfgenia_disclosures.csv,9,17,verified-from-source,https://www.sec.gov/Archives/edgar/data/1293971/000129397124000076/exhibit99120241114.htm,"product=Lyfgenia | record_type=patients_infused | as_of_date=2024-09-30 | region=US | value=1 | unit=patients infused (cumulative floor) | verbatim=Revenue for the third quarter includes revenue from LYFGENIA | source_doc=bluebird bio 8-K Ex-99.1, bluebird bio Reports Third Quarter"
A106,audit_2,data/access/raw/governance_us.csv,82,112,verified-from-source,https://www.sec.gov/Archives/edgar/data/1621227/000155837024015525/adap-20241113xex99d1.htm,system=United States | product=Tecelra | event_type=delivery-site | event_date=2024-11-13 | body=Adaptimmune | outcome=stated | detail=ATCs open at Q3 2024; target network. | amount=9
A107,audit_3,data/access/raw/governance_us.csv,22,112,verified-from-source,https://www.federalregister.gov/documents/2025/08/04/2025-14681,system=United States | product=Breyanzi | event_type=add-on-payment | event_date=2025-08-04 | body=CMS | outcome=granted | detail=FY2026 IPPS final rule NTAP for BREYANZI. | amount=316860.05
A108,audit_4,data/uptake/raw/abecma_revenue.csv,47,51,verified-from-source,https://www.sec.gov/Archives/edgar/data/14272/000001427225000089/a2025q1ex991-filing.htm,product=Abecma | period=2025Q1 | region=International | revenue_musd=45 | currency=USD | source_doc=Bristol Myers Squibb Reports First Quarter Financial Results | source_url=https://www.sec.gov/Archives/edgar/data/14272/00000142722500 | status=verified-from-source
A109,audit_1,data/uptake/raw/tecartus_revenue.csv,110,120,verified-from-source,https://investors.gilead.com/news/news-details/2024/Gilead-Sciences-Announces-Fourth-Quarter-and-Full-Year-2023-Financial-Results/default.aspx,product=Tecartus | period=FY2023 | region=Other | revenue_musd=15 | currency=USD | source_doc=Gilead Sciences Announces Fourth Quarter and Full Year 2023  | source_url=https://investors.gilead.com/news/news-details/2024/Gilead-S | status=verified-from-source
A110,audit_2,data/access/raw/decisions_australia.csv,4,47,verified-from-source,https://www.msac.gov.au/sites/default/files/documents/1519-Final%20PSD-April%202019_redacted.pdf,product=Kymriah | system=Australia | country=Australia | body=MSAC | indication_key=ALL_ped | indication_text=confirmed relapsed/refractory CD19-positive acute lymphoblas | regulatory_approval_date=2018-12-19
A111,audit_3,data/cohort/raw/projections_S16_S17.csv,90,277,verified-from-source,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,source_id=S17 | source_title=Forecasting the potential impact of cell and gene therapies  | geography=France | series=approvals_per_year | scenario=base; TA=Haemato-Oncology | year=2025 | value_point=0
A112,audit_4,data/uptake/raw/cart_registry_counts.csv,96,141,verified-from-source,https://drst.de/wp-content/uploads/2026/07/DRST_JB_2025_final.pdf,registry=DRST / DRST-EBMT activity survey | geography=Germany | year=2025 | product_or_class=Lymphoma | count=811 | count_type=patients | verbatim=Tabelle 3.9 Malignom: Lymphom 2025: 811
A113,audit_1,data/uptake/raw/yescarta_revenue.csv,148,176,verified-from-source,https://www.gilead.com/news-and-press/press-room/press-releases/2020/2/gilead-sciences-announces-fourth-quarter-and-full-year-2019-financial-results,product=Yescarta | period=FY2019 | region=US | revenue_musd=373 | currency=USD | source_doc=Gilead Sciences Announces Fourth Quarter and Full Year 2019  | source_url=https://www.gilead.com/news-and-press/press-room/press-relea | status=verified-from-source
A114,audit_2,data/uptake/raw/cart_country_supplement.csv,284,327,verified-from-source,https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/20201201.Informe_MS_seguimiento_Plan_terapias_avanzadas_SNS.pdf,"registry=Spanish Ministry of Health CAR-T expert-group requests (Plan | geography=Spain | year=2019 | product_or_class=CAR-T all (paediatric centres, ALL <18) | count=3 | count_type=centres_designated | verbatim=Para LLA en menores de 18 años se designaron 3 centros, 2 ce"
A115,audit_3,data/uptake/raw/eligible_E2.csv,41,98,verified-from-source,https://pubmed.ncbi.nlm.nih.gov/35156839/,product=Roctavian | indication_key=HemA_severe | indication_label=share of people with hemophilia A with pre-existing anti-AAV | geography=US | measure_type=seroprevalence | value_point=26.8
A116,audit_4,data/uptake/raw/breyanzi_revenue.csv,35,57,verified-from-source,https://www.sec.gov/Archives/edgar/data/14272/000001427224000094/q12024ex991-filing.htm,product=Breyanzi | period=2024Q1 | region=International | revenue_musd=20 | currency=USD | source_doc=Bristol Myers Squibb Reports First Quarter Financial Results | source_url=https://www.sec.gov/Archives/edgar/data/14272/00000142722400 | status=verified-from-source
A117,audit_1,data/cohort/raw/projections_S16_S17.csv,101,277,verified-from-source,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,source_id=S17 | source_title=Forecasting the potential impact of cell and gene therapies  | geography=France | series=approvals_per_year | scenario=base; TA=Solid tumor | year=2028 | value_point=1
A118,audit_2,data/cohort/raw/projections_S16_S17.csv,310,277,verified-from-source,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2025/06/defining-disruption-7b.png,source_id=S20 | source_title=Cell and Gene therapy (CGT) pipeline deep dive (Paying for C | geography=US | series=patients_new_per_year | scenario=component: Prevalent cases - non-oncology | year=2032 | value_point=40549
A119,audit_3,data/uptake/raw/lenmeldy_disclosures.csv,5,15,verified-from-source,https://www.sec.gov/Archives/edgar/data/1748907/000095017022014462/ortx-ex99_1.htm,"product=Lenmeldy | record_type=statement | as_of_date=2022-08-04 | region=Europe | unit=patient outlook / centres | verbatim=Orchard expects the number of patients treated with Libmeldy | source_doc=Orchard Therapeutics 8-K Ex-99.1, Second Quarter 2022 Financ"
A120,audit_4,data/uptake/raw/tecartus_revenue.csv,45,120,verified-from-source,https://investors.gilead.com/news/news-details/2023/Gilead-Sciences-Announces-Second-Quarter-2023-Financial-Results/default.aspx,product=Tecartus | period=2023Q2 | region=Europe | revenue_musd=29 | currency=USD | source_doc=Gilead Sciences Announces Second Quarter 2023 Financial Resu | source_url=https://investors.gilead.com/news/news-details/2023/Gilead-S | status=verified-from-source
A121,audit_1,data/cohort/raw/projections_S16_S17.csv,165,277,verified-from-source,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10910012/fullTextXML,source_id=S17 | source_title=Forecasting the potential impact of cell and gene therapies  | geography=France | series=patients_new_per_year | scenario=base | year=2028 | value_point=36862
A122,audit_2,data/uptake/raw/zynteglo_disclosures.csv,9,31,verified-from-source,https://www.sec.gov/Archives/edgar/data/1293971/000129397123000053/exhibit99120231107.htm,"product=Zynteglo | record_type=centres | as_of_date=2023-11-07 | region=US | value=29 | unit=qualified treatment centres activated | verbatim=bluebird's qualified treatment center (QTC) network has scal | source_doc=bluebird bio 8-K Ex-99.1, bluebird bio Reports Third Quarter"
A123,audit_3,data/uptake/raw/lyfgenia_revenue.csv,5,6,verified-from-source,https://www.sec.gov/Archives/edgar/data/1293971/000129397125000009/R54.htm,"product=Lyfgenia | period=2024FY | region=US | revenue_musd=11.605 | currency=USD | source_doc=bluebird bio Form 10-K for fiscal 2024, Product revenue and  | source_url=https://www.sec.gov/Archives/edgar/data/1293971/000129397125 | status=verified-from-source"
A124,audit_4,data/uptake/raw/country_population.csv,81,90,verified-from-source,https://api.worldbank.org/v2/country/CAN/indicator/SP.POP.TOTL?format=json&date=2017:2025,"country=Canada | year=2017 | population=36545075 | source_doc=World Bank World Development Indicators, SP.POP.TOTL (Popula | source_url=https://api.worldbank.org/v2/country/CAN/indicator/SP.POP.TO | status=verified-from-source"
A125,audit_1,data/uptake/raw/luxturna_disclosures.csv,6,16,verified-from-source,https://www.sec.gov/Archives/edgar/data/1609351/000160935118000069/spark-exhibit991q22018.htm,"product=Luxturna | record_type=patients_cumulative | as_of_date=2018-06-30 | region=US | value=12 | unit=vials shipped in Q2 2018 | verbatim=Continued strong execution of LUXTURNA launch in U.S., with  | source_doc=Spark Therapeutics 8-K Ex 99.1, Q2 2018 results (2018-08-07)"
A126,audit_2,data/uptake/raw/zynteglo_disclosures.csv,20,31,verified-from-source,https://www.sec.gov/Archives/edgar/data/1293971/000129397124000024/exhibit99120240813.htm,"product=Zynteglo | record_type=centres | as_of_date=2024-08-14 | region=US | value=70 | unit=qualified treatment centres activated (signed MSA), floor | verbatim=bluebird has activated more than 70 total QTCs for LYFGENIA  | source_doc=bluebird bio 8-K Ex-99.1, bluebird bio Reports Second Quarte"
A127,audit_3,data/uptake/raw/eligible_E1b.csv,14,39,verified-from-source,https://www.cancerresearchuk.org/health-professional/cancer-statistics/statistics-by-cancer-type/myeloma,product=Abecma | indication_key=MM_all | indication_label=all multiple myeloma (not label-restricted) | geography=UK | measure_type=incidence_rate | value_point=6532
A128,audit_4,data/uptake/raw/provenge_disclosures.csv,7,17,verified-from-source,https://www.sec.gov/Archives/edgar/data/1107332/000119312511292830/d237118d10q.htm,"product=Provenge | record_type=statement | as_of_date=2011-09-02 | region=US | value=500 | unit=employees cut (approx.) | verbatim=On September 2, 2011, our Board of Directors approved a redu | source_doc=Dendreon 10-Q for the quarter ended September 30, 2011 (2011"
A129,audit_1,data/uptake/raw/eligible_E2.csv,23,98,verified-from-source,https://www1.wfh.org/publications/files/pdf-2399.pdf,"product=Hemgenix | indication_key=HemB_adult | indication_label=hemophilia B, all ages and severities (patients identified i | geography=Spain | measure_type=prevalent_eligible | value_point=286"
A130,audit_2,data/uptake/raw/yescarta_revenue.csv,119,176,verified-from-source,https://investors.gilead.com/news/news-details/2025/Gilead-Sciences-Announces-First-Quarter-2025-Financial-Results/default.aspx,product=Yescarta | period=2025Q1 | region=Total | revenue_musd=386 | currency=USD | source_doc=Gilead Sciences Announces First Quarter 2025 Financial Resul | source_url=https://investors.gilead.com/news/news-details/2025/Gilead-S | status=verified-from-source
A131,audit_3,data/uptake/raw/cart_country_supplement.csv,169,327,verified-from-source,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,registry=EBMT activity survey | geography=Poland | year=2021 | product_or_class=CAR-T all | count_type=patients | per_10m_population=3.24 | verbatim=Supplementary Table 2. CAR-T therapy rate by country and yea
A132,audit_4,data/cohort/raw/projections_S16_S17.csv,58,277,verified-from-source,https://newdigs.tuftsmedicalcenter.org/wp-content/uploads/2022/06/NEWDIGS-Research-Brief-2020F207v51-PipelineAnalysis.pdf,source_id=S16-predecessor | source_title=MIT NEWDIGS Research Brief 2020F207-v051 Pipeline Analysis:  | geography=US | series=approvals_cumulative | scenario=excluding preclinical programs (non-cancer gene therapies; e | year=2030 | value_point=23.4
A133,audit_1,data/access/raw/decisions_has.csv,70,44,verified-from-source,https://ansm.sante.fr/tableau-atu-rtu/vyjuvek,product=Vyjuvek | system=France | country=France | body=ANSM (accès précoce) | indication_key=DEB | indication_text=Traitement des plaies chez les patients atteints d’épidermol | regulatory_approval_date=2025-04-23
A134,audit_2,data/uptake/raw/zevaskyn_revenue.csv,4,7,verified-from-source,https://www.sec.gov/Archives/edgar/data/318306/000149315226022610/ex99-1.htm,"product=Zevaskyn | period=2026Q1 | region=Total | revenue_musd=8.7 | currency=USD | source_doc=Abeona Therapeutics 8-K Ex-99.1, First Quarter 2026 Results  | source_url=https://www.sec.gov/Archives/edgar/data/318306/0001493152260 | status=verified-from-source"
A135,audit_3,data/uptake/raw/cart_country_supplement.csv,168,327,verified-from-source,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41409-026-02919-9/MediaObjects/41409_2026_2919_MOESM2_ESM.docx,registry=EBMT activity survey | geography=Poland | year=2020 | product_or_class=CAR-T all | count_type=patients | per_10m_population=1.84 | verbatim=Supplementary Table 2. CAR-T therapy rate by country and yea
A136,audit_4,data/uptake/raw/zolgensma_revenue.csv,26,37,verified-from-source,https://www.sec.gov/Archives/edgar/data/1114448/000137036824000022/a241029-99_2.htm,product=Zolgensma (onasemnogene abeparvovec) | period=2024Q3 | region=Total (worldwide) | revenue_musd=308 | currency=USD | source_doc=Novartis Interim Financial Report Q3 2024 (Form 6-K Ex-99.2) | source_url=https://www.sec.gov/Archives/edgar/data/1114448/000137036824 | status=verified-from-source
A137,audit_1,data/uptake/raw/elevidys_disclosures.csv,5,12,verified-from-source,https://www.sarepta.com/community-letter-update-regarding-elevidys,"product=Elevidys | record_type=patients_cumulative | as_of_date=2025-07-19 | region=US | value=1000 | unit=patients treated (approximate, includes clinical trial parti | verbatim=almost 1000 patients have been treated | source_doc=Sarepta Therapeutics, Community Letter: Update regarding ELE"
A138,audit_2,data/uptake/raw/label_events.csv,17,47,verified-from-source,https://www.fda.gov/media/189632/download,"product=Elevidys | geography=US | event_date=2025-11-14 | event_type=restriction | indication_key=DMD_4plus_nonamb | indication_text=The revised Indications and Usage limits the indication to a | pathway=standard | source_doc=FDA supplement approval letter STN BL 125781/189, 14 Nov 202"
A139,audit_3,data/access/raw/decisions_aifa.csv,16,33,verified-from-source,https://trovanorme.aifa.gov.it/tnf-service/determina/tnf/pubblicate/a843b75f-3de6-4520-9580-d4e45c9493ea | https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2026-04-03&atto.codiceRedazionale=26A01675,product=Carvykti | system=Italy | country=Italy | body=AIFA | indication_key=MM_2L | indication_text=CARVYKTI è indicato per il trattamento di pazienti adulti co | regulatory_approval_date=2024-04-19 | submission_or_start_date=2024-11-11
A140,audit_4,data/uptake/raw/carvykti_disclosures.csv,5,8,verified-from-source,https://www.sec.gov/Archives/edgar/data/1801198/000180119826000022/a991earningsreleaseq22026.htm,product=Carvykti | record_type=centres | as_of_date=2026-06-30 | region=Global | value=348 | unit=treatment sites | verbatim=Expanded CARVYKTI availability to 348 global sites and 19 gl | source_doc=Legend Biotech Reports Second Quarter 2026 Results and Recen
A141,audit_1,data/uptake/raw/zevaskyn_disclosures.csv,2,18,verified-from-source,https://www.sec.gov/Archives/edgar/data/318306/000164117225010514/ex99-1.htm,"product=Zevaskyn | record_type=patients_cumulative | as_of_date=2025-05-15 | region=US | value=30 | unit=patients and caregivers registering in Abeona Assist | verbatim=approximately 30 patients and caregivers have started regist | source_doc=Abeona Therapeutics 8-K Ex-99.1, First Quarter 2025 Financia"
A142,audit_2,data/uptake/raw/casgevy_disclosures.csv,13,22,verified-from-source,https://www.sec.gov/Archives/edgar/data/875320/000087532025000171/ex-991_q12025.htm,"product=Casgevy | record_type=patients_cell_collection | as_of_date=2025-05-01 | region=Global | value=90 | unit=patients | verbatim=Since launch through May 1st, Vertex has activated more than | source_doc=Vertex 8-K Ex-99.1, First Quarter 2025 Financial Results (20"
A143,audit_3,data/uptake/raw/skysona_disclosures.csv,12,18,verified-from-source,https://www.sec.gov/Archives/edgar/data/1293971/000129397124000024/exhibit99120240813.htm,"product=Skysona | record_type=patients_period | as_of_date=2024-08-14 | region=US | value=4 | unit=patient starts in 2024 to date | verbatim=27 patient starts to date in 2024 (19 ZYNTEGLO, 4 LYFGENIA,  | source_doc=bluebird bio 8-K Ex-99.1, bluebird bio Reports Second Quarte"
A144,audit_4,data/access/raw/decisions_cda_amc.csv,32,39,verified-from-source,https://www.ncbi.nlm.nih.gov/books/NBK602912/,product=Beqvez / Durveqtix | system=Canada | country=Canada | body=CADTH | indication_key=HEMB_adult | indication_text=For the treatment of adults (aged 18 years or older) with mo | regulatory_approval_date=2023-12-27
