system,body,product_key,indication_key,decision_date,outcome,arrangement_type,uncertainty-durability,cost-effectiveness,budget-impact,comparator-or-evidence,price,population-or-restriction,capacity-or-delivery,none stated,stated_reasons_verbatim,source_url
Australia,PBAC,zolgensma,SMA_presymp_3copies,2023-07,recommended-restricted,outcomes-based,True,True,False,False,True,True,False,False,"The PBAC recommended the amendment to the current listing of ONA to include the pre-symptomatic treatment in patients aged up to 9 months, genetically diagnosed SMA, who have a SMN2 gene copy number of 3. The PBAC considered that pre-symptomatic treatment with ONA in patients with 3 copies of SMN2 would provide an additional benefit for some patients compared with initiation of treatment upon development of symptoms. The PBAC noted there was remaining uncertainty regarding the cost-effectiveness of pre-symptomatic treatment with ONA in patients with 3 copies of SMN2 due to the uncertain magnitude of incremental benefit compared to symptomatic treatment. However, the PBAC was satisfied that extension of the current listing would be adequately cost-effective with a price reduction for use in the proposed population.",https://www.pbs.gov.au/industry/pbac/psd/2023/07/onasemnogene-abeparvovec-psd-july-2023.pdf
Australia,PBAC,zolgensma,SMA_upto21kg,2025-11,recommended-restricted,outcomes-based,False,True,False,False,False,True,False,False,"The PBAC recommended expanding the current listing of onasemnogene abeparvovec (ONA) which requires patients to be less than 9 months of age to include treatment of SMA patients with: Symptomatic Type I-IIIa SMA, weighing up to 21 kg. Pre-symptomatic SMA with 1-3 copies SMN2, weighing up to 21 kg, where treatment with DMTs was initiated prior to 36 months of age. Pre-symptomatic SMA with 1-3 copies SMN2, up to 36 months of age, where patients are untreated with DMTs. The PBAC considered that although the evidence available was limited, the efficacy and safety of ONA in patients older than 9 months appears similar to that in patients younger than 9 months. The PBAC considered that ONA would be acceptably cost-effective in the older population at the same cost per patient as in the younger population, with the same outcomes-based RSA conditions applied.",https://www.pbs.gov.au/industry/pbac/psd/2025/11/onasemnogene-abeparvovec-psd-november-2025.pdf
Australia,TGA,hemgenix,HEMB_adult,2024-03-15,recommended-managed-access,none,False,False,False,False,False,False,False,True,,https://www.ebs.tga.gov.au/servlet/xmlmillr6?dbid=ebs/PublicHTML/pdfStore.nsf&docid=405360&agid=(PrintDetailsPublic)&actionid=1
Australia,MSAC,hemgenix,HEMB_adult,2024-08-01,not-recommended,none,True,True,False,False,True,True,False,False,"MSAC did not support public funding of the gene therapy etranacogene dezaparvovec (Hemgenix) for the treatment of adult patients with moderately severe or severe congenital haemophilia B. MSAC noted the limited low certainty clinical evidence indicated that Hemgenix may be effective for some patients in the short term but considered that there was substantial inter-individual variability in the patient response to Hemgenix. Although a lifetime benefit was claimed, MSAC considered the clinical evidence (3-year follow-up) was insufficient to substantiate the long-term safety and effectiveness of Hemgenix. MSAC considered the neutralising antibody test was essential for determining patient eligibility to Hemgenix, but noted this test has not been validated. MSAC also considered that the cost effectiveness of Hemgenix compared to factor IX replacement therapy was highly uncertain due to the uncertainties in both the clinical evidence and the oversimplified economic model which had inherent limitations. As such, MSAC considered the proposed very high price for Hemgenix was not cost-effective. MSAC considered that the estimated utilisation may be erroneously low given the prevalent pool of potentially eligible individuals.",https://www.msac.gov.au/sites/default/files/2024-10/1728_final_psd_-_aug2024_-_redacted.pdf
Australia,MSAC,hemgenix,HEMB_adult,2025-07-31,recommended-restricted,unknown,True,False,False,False,False,False,False,False,"MSAC supported public funding of the gene therapy etranacogene dezaparvovec (ED, Hemgenix) for the treatment of adult patients with moderately severe or severe congenital haemophilia B. Based on the available clinical evidence, MSAC considered that ED, administered as a one-time treatment, provides clinical benefit to patients. MSAC considered that an anti-adeno-associated virus type 5 neutralising antibody assay was essential for determining patient eligibility to treatment, but raised some concern about the accuracy and validity of the proposed assay. Among patients treated with ED in the key trial, approximately 94% of patients were able to cease regular (typically 1-2 times per week) prophylactic factor replacement injections, with approximately 41% of patients having no further bleeding episodes. However, MSAC noted that ED is provisionally registered in Australia and considered that the clinical evidence (4-year follow-up in the key trial) did not yet fully support the durability of treatment effect over a lifetime.",https://www.msac.gov.au/sites/default/files/2025-11/1728.1_final_psd_-_july_2025_-_redacted.pdf
Australia,TGA,imlygic,MEL_unresectable,2015-12-21,recommended,none,False,False,False,False,False,False,False,True,,https://www.pbs.gov.au/industry/pbac/psd/2016/07/talimogene-psd-july-2016.pdf
Australia,PBAC,imlygic,MEL_unresectable,2016-07,not-recommended,none,True,True,False,True,True,True,False,False,"The PBAC rejected the listing of T-VEC on the basis of highly uncertain magnitude of clinical benefit, and thus highly uncertain cost effectiveness compared to its nominated comparators (pembrolizumab, nivolumab and ipilimumab). The PBAC acknowledged that there may be some short-term unmet clinical need for additional therapies beyond current PBS-subsidised medicines in a small subgroup of previously untreated patients with stage IIIb/c and stage IVM1a melanoma. The PBAC considered that durable response rate, the primary endpoint in the key trial (OPTiM), was not a validated endpoint. The PBAC considered that the magnitude of survival benefit of T-VEC in the stage IIIb/c and stage IVM1a subgroups was highly uncertain, given the data was derived from an exploratory post-hoc subgroup.",https://www.pbs.gov.au/industry/pbac/psd/2016/07/talimogene-psd-july-2016.pdf
Canada,CADTH,kymriah,FL_3L,2023-07-12,recommended-restricted,confidential-discount,True,True,True,True,True,False,False,False,"Evidence from a clinical trial suggested that treatment with Kymriah resulted in durable responses and that it may improve overall survival time and the time until disease progression or death. [...] Based on CADTH's assessment of the health economic evidence, Kymriah does not represent good value to the health care system at the public list price. A price reduction is therefore required. Based on public list prices, Kymriah is estimated to cost the public drug plans approximately $192,483,483 over the next 3 years.",https://www.ncbi.nlm.nih.gov/books/NBK599771/
Canada,pCPA,kymriah,FL_3L,2025-06-12,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,yescarta,LBCL_2L,2022-11-08,recommended-restricted,confidential-discount,True,True,True,False,True,True,False,False,"Using the sponsor-submitted price for axicabtagene ciloleucel and publicly listed prices for all other drug costs, the incremental cost-effectiveness ratio (ICER) for axicabtagene ciloleucel was $404,418 per quality-adjusted life-year (QALY) gained compared with SOC. [...] Based on public list prices, Yescarta is estimated to cost the public drug plans approximately $348 million over the next 3 years. However, the actual budget impact is uncertain as the analysis is sensitive to the expected market uptake rates.",https://www.ncbi.nlm.nih.gov/books/NBK601820/
Canada,pCPA,yescarta,LBCL_2L,2024-09-06,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,yescarta,FL_3L,2023-09-13,recommended-restricted,confidential-discount,False,True,False,False,True,False,False,False,"Based on CADTH's assessment of the health economic evidence, Yescarta does not represent good value to the health care system at the public list price. A price reduction is therefore required. Based on public list prices, Yescarta is estimated to cost the public drug plans approximately $210,586,531 over the next 3 years.",https://www.ncbi.nlm.nih.gov/books/NBK599982/
Canada,pCPA,yescarta,FL_3L,2024-09-06,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,tecartus,MCL_3L,2021-05-13,recommended-restricted,confidential-discount,True,True,True,True,True,False,False,False,"One phase II, single-arm, open-label study (ZUMA-2, n = 68) demonstrated that treatment with brexucabtagene autoleucel was associated with fast and durable remission through a clinically meaningful objective response rate (ORR) of 93% (95% confidence interval [CI], 83.8, 98.2) and proportion of patients achieving a complete response (CR) to treatment (67% [95% CI, 53.3, 78.3]). [...] However, pERC acknowledged that there was uncertainty in the magnitude of clinical benefit given the phase II single-arm, open-label, non-randomized, non-comparative design of the ZUMA-2 study.",https://canjhealthtechnol.ca/index.php/cjht/article/view/pg0219
Canada,pCPA,tecartus,MCL_3L,2022-11-10,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,tecartus,ALL_adult,2023-02-08,recommended-restricted,confidential-discount,False,True,True,False,True,False,False,False,"Based on CADTH's assessment of the health economic evidence, Tecartus does not represent good value to the health care system at the public list price. A price reduction is therefore required. Based on public list prices, Tecartus is estimated to cost the public drug plans approximately $17 million over the next 3 years.",https://www.ncbi.nlm.nih.gov/books/NBK596615/
Canada,pCPA,tecartus,ALL_adult,2023-10-27,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,breyanzi,LBCL_3L,2022-04-13,recommended-restricted,confidential-discount,True,False,True,False,True,False,False,False,"Based on CADTH's assessment of the health economic evidence, Breyanzi does not represent good value to the health care system at the public list price. The CADTH pCODR Expert Review Committee determined that there is not enough evidence to justify a greater cost for Breyanzi compared with other available CAR T-cell therapies (Kymriah or Yescarta). Based on public list prices, Breyanzi is estimated to cost the public drug plans approximately $6.8 million over the next 3 years. However, the actual budget impact is uncertain.",https://www.ncbi.nlm.nih.gov/books/NBK603593/
Canada,pCPA,breyanzi,LBCL_3L,2023-12-12,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CDA-AMC,breyanzi,LBCL_2L,2024-10-09,recommended-restricted,confidential-discount,False,True,False,True,True,False,False,False,"One phase III, open-label, randomized controlled trial (RCT) - the TRANSFORM trial - demonstrated that treatment with liso-cel resulted in added benefit in event-free survival (EFS) for adults with relapsed or refractory (r/r) DLBCL within 12 months of first-line therapy, compared to SOC with salvage immunochemotherapy followed - depending on response - by high-dose chemotherapy (HDCT) and autologous HSCT. [...] Treatment with Breyanzi is expected to cost $501,900 per patient [...] approximately $3.5 million over the next 3 years",https://canjhealthtechnol.ca/index.php/cjht/article/view/PG0358
Canada,pCPA,breyanzi,LBCL_2L,2025-06-06,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,abecma,MM_4L,2021-05-14,not-recommended,none,True,False,True,False,True,False,False,False,"pERC reviewed 1 phase II, open-label, single-arm study (KarMMa, N = 140) of idecabtagene vicleucel in patients with relapsed or refractory multiple myeloma (RRMM). [...] Although results of the KarMMa study appear to suggest that treatment with idecabtagene vicleucel is associated with an improvement in ORR and CR rate in patients with RRMM, the study was associated with major limitations, specifically the single-arm design and lack of a control group. These limitations contribute to the lack of confidence in the observed benefits relative to other therapies and lead to considerable uncertainty in the results. [...] pERC was unable to determine whether treatment with idecabtagene vicleucel would meet patients' needs due to limitations of the trial design and with the statistical analyses.",https://canjhealthtechnol.ca/index.php/cjht/article/view/pg0240
Canada,CADTH,abecma,MM_4L,2021-10-13,not-recommended,none,True,False,False,False,False,False,False,False,"The CADTH pCODR Expert Review Committee (pERC) recommends that idecabtagene vicleucel should not be reimbursed for the treatment of adult patients with multiple myeloma who have received at least 3 prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 antibody, and who are refractory to their last treatment. pERC reviewed 1 phase II, open-label, single-arm study (KarMMa, N = 140) of idecabtagene vicleucel in patients with relapsed or refractory multiple myeloma (RRMM). [...] Although results of the KarMMa study appear to suggest that treatment with idecabtagene vicleucel is associated with an improvement in ORR and CR rate in patients with RRMM, the study was associated with major limitations, specifically the single-arm design and lack of a control group. These limitations contribute to the lack of confidence in the observed benefits relative to other therapies and lead to considerable uncertainty in the results. [...] pERC was unable to determine whether treatment with idecabtagene vicleucel would meet patients' needs due to limitations of the trial design and with the statistical analyses.",https://canjhealthtechnol.ca/index.php/cjht/article/view/pg0240
Canada,pCPA,abecma,MM_4L,2024-04-18,terminated-or-withdrawn,none,False,False,False,False,True,False,False,False,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,carvykti,MM_4L,2023-03-08,recommended-restricted,confidential-discount,True,True,True,False,True,True,False,False,"One ongoing phase Ib/II, single-arm, open-label trial (CARTITUDE-1) demonstrated that a single treatment with ciltacabtagene autoleucel resulted in benefits in response rates, overall survival (OS), and progression-free survival (PFS) [...] The overall response rate (ORR) was 97.9% (95% confidence interval [CI], 92.7% to 99.7%) in the treated population [...] the public list price. A price reduction is therefore required. [...] drug plans approximately $405 million over the next 3 years.",https://canjhealthtechnol.ca/index.php/cjht/article/view/PG0302
Canada,pCPA,carvykti,MM_4L,2025-09-18,not-recommended,none,False,False,False,False,True,False,False,False,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CDA-AMC,carvykti,MM_2L,2024-09-11,recommended-restricted,confidential-discount,False,True,False,False,True,False,True,False,"Evidence from a clinical trial demonstrated that Carvykti prolonged the time until disease progression or death and was associated with an improved response to treatment. Based on our assessment of the health economic evidence, Carvykti does not represent good value to the health care system at the public list price. A price reduction is therefore required. [...] Based on public list prices, Carvykti is estimated to cost public drug plans approximately $477 million over the next 3 years.",https://www.ncbi.nlm.nih.gov/books/NBK610233/
Canada,pCPA,carvykti,MM_2L,2025-09-18,not-recommended,none,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CDA-AMC,casgevy,SCD_VOC_12plus,2024-10-23,recommended-restricted,confidential-discount,True,True,True,False,True,False,False,False,"CDEC emphasized that there is a need for effective therapies for patients with severe manifestations of SCD, who typically present with recurrent VOCs, which are associated with ongoing organ damage, high health care utilization, and mortality. [...] The results of the interim analysis demonstrated that a majority of patients (96.7%; 95% confidence interval [CI], 82.8% to 99.9%) did not experience any severe VOCs for at least 12 consecutive months during follow-up. [...] public list price. A price reduction is therefore required. [...] plans approximately $59 million over the next 3 years.",https://canjhealthtechnol.ca/index.php/cjht/article/view/SG0830
Canada,CDA-AMC,casgevy,TDT_12plus,2024-10-23,recommended-restricted,confidential-discount,True,True,False,False,True,False,False,False,"CDEC emphasized that there is a need for effective therapies that significantly reduce or eliminate the need for transfusions and improve HRQoL for patients with TDT. [...] The results of the interim analysis demonstrated that most patients (92.9% [95% confidence interval (CI)], 80.5% to 98.5%) had transfusion independence (TI) for 12 consecutive months (TI12) during follow-up. [...] public list price. A price reduction is therefore required. [...] drug plans approximately $64.6 million over the next 3 years.",https://canjhealthtechnol.ca/index.php/cjht/article/view/SG0831
Canada,CADTH,hemgenix,HEMB_adult,2024-02-28,recommended-restricted,confidential-discount,True,False,True,False,True,True,False,False,"Based on CADTH's base-case analysis, etranacogene dezaparvovec may improve health outcomes and reduce overall health care costs relative to coagulation FIX (recombinant) fc fusion protein and coagulation FIX (recombinant) pegylated nonacog beta pegol. However, at the submitted price, it will take at least 10 years for the acquisition cost [...] The committee noted that due to the high degree of uncertainty regarding long-term efficacy, a price reduction is required. [...] Hemgenix is estimated to cost the public drug plans approximately $140 million over the next 3 years. The estimated budget impact is highly sensitive to the number of patients eligible for Hemgenix.",https://www.ncbi.nlm.nih.gov/books/NBK604816/
Canada,pCPA,hemgenix,HEMB_adult,2025-09-22,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,beqvez,HEMB_adult,2023-12-20,recommended-restricted,confidential-discount,True,True,False,False,True,False,False,False,"Based on the sponsor's submitted analysis, fidanacogene elaparvovec may improve health outcomes and reduce overall health care costs relative to FIX prophylaxis. However, at the submitted price, it will take at least 12 years [...] The committee noted that, due to the high degree of uncertainty regarding long-term efficacy, a price reduction is required. [...] Based on public list prices, Beqvez is estimated to cost the public drug plans approximately $127 million over the next 3 years.",https://www.ncbi.nlm.nih.gov/books/NBK602912/
Canada,pCPA,beqvez,HEMB_adult,2025-04-04,not-recommended,none,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,zolgensma,SMA_ped,2020-11-18,recommended-restricted,confidential-discount,True,True,False,False,True,True,False,False,"One phase III, single-arm study, STR1VE-US (N = 22), enrolled patients diagnosed with SMA who were symptomatic or pre-symptomatic with one or two copies of the SMN2 gene. [...] STR1VE-US demonstrated that 59% (97.5% confidence interval [CI], 34% to 81%) of patients were able to sit independently for at least 30 seconds at 18 months of age [...] CADTH reanalysis of a cost-utility model submitted by the sponsor found that onasemnogene abeparvovec was unlikely to be cost-effective at the submitted price, with an estimated incremental cost-effectiveness ratio (ICER) of $334,090 per quality adjusted life-year (QALY) compared with best supportive care (BSC). [...] A price reduction of at least 90% is required for onasemnogene abeparvovec to achieve an ICER below $50,000 per QALY gained.",https://www.ncbi.nlm.nih.gov/books/NBK584044/
Canada,CADTH,zolgensma,SMA_ped,2021-03-17,recommended-restricted,confidential-discount,True,True,False,False,True,True,False,False,"The CADTH Canadian Drug Expert Committee (CDEC) recommends that onasemnogene abeparvovec be reimbursed for the treatment of pediatric patients with 5q spinal muscular atrophy (SMA) with biallelic mutations in the survival motor neuron 1 (SMN1) gene, only if the following conditions are met. [...] One phase III, single-arm study, STR1VE-US (N = 22), enrolled patients diagnosed with SMA who were symptomatic or pre-symptomatic with one or two copies of the SMN2 gene. [...] STR1VE-US demonstrated that 59% (97.5% confidence interval [CI], 34% to 81%) of patients were able to sit independently for at least 30 seconds at 18 months of age [...] CADTH reanalysis of a cost-utility model submitted by the sponsor found that onasemnogene abeparvovec was unlikely to be cost-effective at the submitted price, with an estimated incremental cost-effectiveness ratio (ICER) of $334,090 per quality adjusted life-year (QALY) compared with best supportive care (BSC). [...] A price reduction of at least 90% is required for onasemnogene abeparvovec to achieve an ICER below $50,000 per QALY gained.",https://www.ncbi.nlm.nih.gov/books/NBK584044/
Canada,pCPA,zolgensma,SMA_ped,2021-10-08,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Canada,CADTH,luxturna,RPE65,2020-09-16,recommended-restricted,confidential-discount,True,True,False,False,True,True,True,False,"The CADTH Canadian Drug Expert Committee (CDEC) recommends that voretigene neparvovec be reimbursed for the treatment of patients with vision loss due to inherited retinal dystrophy (IRD) caused by biallelic retinal pigment epithelium 65 kDa protein (RPE65) mutations only if the following conditions are met. [...] Voretigene neparvovec demonstrated a statistically significant improvement in functional vision under low light conditions as measured by multi-luminance mobility testing (MLMT) at one year post-treatment compared with best supportive care [...] Based on the CADTH reanalysis of the manufacturer-submitted economic model, voretigene neparvovec is associated with an incremental cost-effectiveness ratio (ICER) of $200,477 per quality-adjusted life-year (QALY) gained compared with best supportive care (BSC). However, this estimate is associated with significant uncertainty",https://www.ncbi.nlm.nih.gov/books/NBK568877/
Canada,pCPA,luxturna,RPE65,2022-09-16,recommended,confidential-discount,False,False,False,False,False,False,False,True,,https://www.pcpacanada.ca/negotiations (CSV export https://pcpa-app.ca/public-csv-export)
Germany,G-BA,kymriah,ALL_ped,2019-03-07,recommended-restricted,none,True,False,False,True,True,False,False,False,Der G-BA stuft das Ausmaß des allein aus rechtlicher Sicht nach § 35a Abs. 1 Satz 11 Halbsatz 1 SGB V zu unterstellenden Zusatznutzens von Tisagenlecleucel auf Basis der Kriterien in § 5 Abs. 7 der AM-NutzenV unter Berücksichtigung des Schweregrades der Erkrankung und des therapeutischen Ziels bei der Behandlung der Erkrankung als nicht quantifizierbar ein. (TrG:) Zudem legt der pharmazeutische Unternehmer indirekte Vergleiche der Studienergebnisse gegenüber historischen Kontrollen vor.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/386/
Germany,G-BA,kymriah,LBCL_3L,2019-03-07,recommended-restricted,none,True,False,False,True,False,False,False,False,"(TrG:) liegen die Ergebnisse der einarmigen pivotalen Phase II-Studie JULIET, die supportive Fall-Serie von Schuster et al. ... Zudem sind diese Daten aufgrund der zu diesem Zeitpunkt noch nicht abgeschlossenen Rekrutierung der Patienten in die JULIET-Studie und der sehr kurzen medianen Nachbeobachtungsdauer von nur 3,71 Monaten mit starken Unsicherheiten behaftet.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/385/
Germany,G-BA,kymriah,ALL_ped,2020-09-17,recommended-restricted,none,False,False,False,True,True,False,False,False,"Zusammenfassend wird der Zusatznutzen von Tisagenlecleucel wie folgt bewertet: Anhaltspunkt für einen nicht quantifizierbaren Zusatznutzen, weil die wissenschaftliche Datenlage eine Quantifizierung nicht zulässt",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/533/
Germany,G-BA,kymriah,LBCL_3L,2020-09-17,recommended-restricted,none,False,False,False,True,True,False,False,False,"Zusammenfassend wird der Zusatznutzen von Tisagenlecleucel wie folgt bewertet: Anhaltspunkt für einen nicht quantifizierbaren Zusatznutzen, weil die wissenschaftliche Datenlage eine Quantifizierung nicht zulässt Begründung: Der pharmazeutische Unternehmer stellt zu Tisagenlecleucel Daten zu der Studie JULIET; einer Studie des CIBMTR Register und einer Studie des CAR-T-Cell Consortiums dar.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/532/
Germany,G-BA,kymriah,FL_3L,2022-12-01,recommended-restricted,none,True,False,False,True,True,False,False,False,"Insgesamt wird der vorgelegte indirekte Vergleich zwischen den Studien ELARA und ReCORD-FL als nicht geeignet erachtet, um belastbare Aussagen zum Ausmaß des Zusatznutzens ableiten zu können. Aufgrund des einarmigen Studiendesign ist eine vergleichende Bewertung der Daten zur Mortalität nicht möglich.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/840/
Germany,G-BA,kymriah,ALL_ped,2024-02-15,recommended-restricted,none,False,False,False,True,True,False,False,False,"Zusammenfassend wird der Zusatznutzen von Tisagenlecleucel wie folgt bewertet: Anhaltspunkt für einen nicht quantifizierbaren Zusatznutzen, weil die wissenschaftliche Datengrundlage eine Quantifizierung nicht zulässt",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/990/
Germany,G-BA,kymriah,LBCL_3L,2024-02-15,recommended-restricted,none,True,False,False,True,True,False,False,False,Begründung: Der pharmazeutische Unternehmer stellt für die erneute Nutzenbewertung nach Fristablauf zu Tisagenlecleucel Daten der einarmigen Studie JULIET und der Beobachtungsstudie A2205B (LTFU) dar.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/991/
Germany,G-BA,yescarta,LBCL_3L,2019-05-02,recommended-restricted,none,True,False,False,True,True,False,False,False,"Insgesamt wird für den Endpunkt Gesamtüberleben ein Zusatznutzen festgestellt, dessen Ausmaß sich nicht quantifizieren lässt. Aufgrund des einarmigen Studiendesigns ist eine vergleichende Bewertung der Studienergebnisse zum PFS nicht möglich.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/408/
Germany,G-BA,yescarta,PMBCL_3L,2019-05-02,recommended-restricted,none,False,False,False,True,False,False,False,False,"Insgesamt wird für den Endpunkt Gesamtüberleben ein Zusatznutzen festgestellt, dessen Ausmaß sich nicht quantifizieren lässt.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/406/
Germany,G-BA,yescarta,LBCL_3L,2022-11-03,recommended-restricted,none,True,False,False,True,True,True,False,False,Für die Ableitung des Zusatznutzens legt der pharmazeutische Unternehmer einen historischen indirekten Vergleich ohne Brückenkomparator zwischen den Studien ZUMA-1 und SCHOLAR-1 vor. ... Es ergeben sich Unsicherheiten aufgrund eines möglichen Selektionseffektes durch die Auswahl der auswertbaren Population der SCHOLAR-1-Studie.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/833/
Germany,G-BA,yescarta,PMBCL_3L,2022-11-03,recommended-restricted,none,False,False,False,True,False,False,False,False,"Anhaltspunkt für einen nicht quantifizierbaren Zusatznutzen, weil die wissenschaftliche Datengrundlage eine Quantifizierung nicht zulässt.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/833/
Germany,G-BA,yescarta,LBCL_3L,2023-12-21,not-recommended,none,False,False,False,True,True,False,False,False,Zusammenfassend wird der Zusatznutzen von Axicabtagen-Ciloleucel wie folgt bewertet: Ein Zusatznutzen ist nicht belegt.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/968/
Germany,G-BA,yescarta,LBCL_3L,2024-06-06,not-recommended,none,False,False,False,False,False,False,False,True,Der Satz „2. Die Geltungsdauer ist bis zum 1. Juli 2024 befristet“ wird aufgehoben.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/968/
Germany,G-BA,yescarta,LBCL_2L,2023-12-21,recommended-restricted,none,False,False,False,True,False,True,False,False,"(TrG:) die vom pharmazeutischen Unternehmer vorgelegten Auswertungen zu unerwünschten Ereignissen aus der pivotalen Studie ZUMA-7 für die Nutzenbewertung aufgrund einer nicht sachgerechten Auswertungspopulation für die dargelegten Ergebnisse zu Nebenwirkungen nicht geeignet waren, weshalb eine Abwägung von Nutzen und Schaden für Axicabtagen-Ciloleucel auf Basis der vorgelegten Daten nicht möglich gewesen war.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/901/
Germany,G-BA,yescarta,LBCL_2L,2023-12-21,not-recommended,none,False,False,False,True,False,False,False,False,Ausmaß und Wahrscheinlichkeit des Zusatznutzens von Axicabtagen-Ciloleucel gegenüber der zweckmäßigen Vergleichstherapie: Ein Zusatznutzen ist nicht belegt.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/901/
Germany,G-BA,yescarta,LBCL_2L,2024-12-19,recommended,none,False,False,False,True,False,False,False,False,Ausmaß und Wahrscheinlichkeit des Zusatznutzens von Axicabtagen-Ciloleucel gegenüber der zweckmäßigen Vergleichstherapie: Anhaltspunkt für einen geringen Zusatznutzen.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/1097/
Germany,G-BA,yescarta,FL_4L,2023-12-21,not-recommended,none,True,False,False,True,False,False,False,False,Zusammenfassend wird der Zusatznutzen von Axicabtagen-Ciloleucel wie folgt bewertet: Erwachsene mit rezidiviertem oder refraktärem follikulärem Lymphom nach drei oder mehr systemischen Therapien Ein Zusatznutzen ist nicht belegt.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/902/
Germany,G-BA,yescarta,FL_4L,2024-06-06,not-recommended,none,False,False,False,False,False,False,False,True,Der Satz „2. Die Geltungsdauer ist bis zum 1. Juli 2024 befristet“ wird aufgehoben.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/902/
Germany,G-BA,tecartus,MCL_3L,2021-08-05,recommended-restricted,outcomes-based,True,False,False,True,True,True,False,False,"Begründung: Zur Bewertung des Zusatznutzens hat der pharmazeutische Unternehmer Daten der einarmigen pivotalen Zulassungsstudie ZUMA-2 dargelegt. Insgesamt liegen dem indirekten Vergleich zwischen den Studien ZUMA-2 und SCHOLAR-2 erhebliche Unsicherheiten zugrunde, die insbesondere aus der Frage einer hinreichenden Vergleichbarkeit der Studienpopulationen und der geringen Stichprobengröße der Studie SCHOLAR-2 resultieren.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/657/
Germany,G-BA,tecartus,ALL_adult,2023-03-16,recommended-restricted,none,True,False,False,True,True,False,False,False,In der Gesamtschau weist der vorgelegte indirekte Vergleich erhebliche Unsicherheiten auf. Aufgrund des einarmigen Studiendesigns ist eine vergleichende Bewertung der Daten zum Gesamtüberleben nicht möglich.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/878/
Germany,G-BA,breyanzi,LBCL_3L,2023-04-06,not-recommended,none,True,False,False,True,False,False,False,False,Zusammenfassend wird der Zusatznutzen von Lisocabtagen maraleucel wie folgt bewertet: Ein Zusatznutzen ist nicht belegt.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/869/
Germany,G-BA,breyanzi,LBCL_3L,2023-06-01,not-recommended,none,False,False,False,False,False,False,False,True,Der Satz „2. Die Geltungsdauer des Beschlusses ist bis zum 15. Oktober 2023 befristet.“ wird aufgehoben.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/869/
