product,system,country,body,indication_key,indication_text,regulatory_approval_date,submission_or_start_date,decision_date,outcome,arrangement_type,arrangement_detail,added_benefit_or_rating,price_at_decision,price_currency,price_basis,stated_reasons_verbatim,document_title,document_id,source_url,fetched_date,status,notes,source_file,product_key,approval_dt,approval_basis,decision_dt,fda_dt,months_approval_to_decision,months_fda_to_decision,usable
Waskyra,Germany,Germany,G-BA,WAS,,2026-01-09,,,not-found,unknown,,,,,,,ATMP-Qualitätssicherungs-Richtlinie: Information über ein Beratungsergebnis zur Beurteilung der Erforderlichkeit eines Beschlusses – Etuvetidigene autotemcel (10.02.2026),,https://www.g-ba.de/beschluesse/7684/,2026-09-05,not-found,Kein Nutzenbewertungsverfahren im G-BA-Register (Stand 05.09.2026).,decisions_gba.csv,waskyra,2026-01-09,stated by agent,,2025-12-09,,,False
Beqvez / Durveqtix,Germany,Germany,G-BA,HEMB_adult,,2024-07-24,2023-10-05,,terminated-or-withdrawn,none,AbD-Beratungsverfahren 2023-AbD-006 eingeleitet 05.10.2023; Stellungnahmeverfahren zur Beschränkung der Versorgungsbefugnis eingeleitet 06.02.2024; Verfahren ruhend.,,,,,G-BA: Die Zulassung für den Wirkstoff Fidanacogen elaparvovec wurde widerrufen.,"Anwendungsbegleitende Datenerhebung – Fidanacogen elaparvovec (Hämophilie B), Verfahren ruhend",2023-AbD-006,https://www.g-ba.de/anwendungsbegleitende-datenerhebung-verfahren/11/,2026-09-05,verified-from-source,Kein § 35a-Nutzenbewertungsverfahren (keine Markteinführung in Deutschland). EU-Zulassung zurückgezogen 15.05.2025 (Pfizer stellte Vermarktung ein).,decisions_gba.csv,beqvez,2024-07-24,stated by agent,,2024-04-25,,,False
Strimvelis,Germany,Germany,G-BA,ADA_SCID,,2016-05-26,,,not-submitted,none,,,,,,,,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/,2026-09-05,not-found,"Kein Nutzenbewertungsverfahren im G-BA-Register; Behandlung nur am San Raffaele (Mailand), kein deutscher Markteintritt.",decisions_gba.csv,strimvelis,2016-05-26,stated by agent,,,,,False
Amtagvi,Germany,Germany,G-BA,MEL_2L,,,2025-06-05,,not-submitted,none,"AbD-Beratungsverfahren Lifileucel eingeleitet 05.06.2025, eingestellt; ATMP-QS-Beratungsverfahren 17.04.2025, eingestellt 20.11.2025.",,,,,,Anwendungsbegleitende Datenerhebung – Lifileucel (Verfahren eingestellt); ATMP-QS-RL – Einstellung eines Beratungsverfahrens 20.11.2025,,https://www.g-ba.de/anwendungsbegleitende-datenerhebung-verfahren/22/,2026-09-05,verified-from-source,Keine EU-Zulassung (MAA zurückgezogen); G-BA hatte vorbereitende AbD-/QS-Verfahren begonnen und eingestellt.,decisions_gba.csv,amtagvi,,cohort EU authorisation,,2024-02-16,,,False
Elevidys,Germany,Germany,G-BA,DMD,,,2025-02-06,,not-submitted,none,"ATMP-QS-Beratungsverfahren Delandistrogene moxeparvovec 06.02.2025, eingestellt 20.11.2025.",,,,,,ATMP-Qualitätssicherungs-Richtlinie – Einstellung eines Beratungsverfahrens: Delandistrogene moxeparvovec (20.11.2025),,https://www.g-ba.de/beschluesse/7544/,2026-09-05,verified-from-source,Keine EU-Zulassung (negatives CHMP-Votum); kein § 35a-Verfahren.,decisions_gba.csv,elevidys,2023-06-22,cohort FDA approval,,2023-06-22,,,False
Encelto,Germany,Germany,G-BA,MacTel2,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,encelto,2025-03-05,cohort FDA approval,,2025-03-05,,,False
Genglycos,Germany,Germany,G-BA,GSD1a,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,genglycos,2026-08-19,cohort FDA approval,,2026-08-19,,,False
Kresladi,Germany,Germany,G-BA,LAD1,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,kresladi,2026-03-26,cohort FDA approval,,2026-03-26,,,False
Lantidra,Germany,Germany,G-BA,T1D,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,lantidra,,cohort EU authorisation,,2023-06-28,,,False
Lyfgenia,Germany,Germany,G-BA,SCD,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,lyfgenia,,cohort EU authorisation,,2023-12-08,,,False
Omisirge,Germany,Germany,G-BA,HSCT_cord,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,omisirge,,cohort EU authorisation,,2023-04-17,,,False
Otarmeni,Germany,Germany,G-BA,OTOF_hearing,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,otarmeni,2026-04-23,cohort FDA approval,,2026-04-23,,,False
Papzimeos,Germany,Germany,G-BA,RRP,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,papzimeos,,cohort EU authorisation,,2025-08-14,,,False
Ryoncil,Germany,Germany,G-BA,aGVHD_ped,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,ryoncil,,cohort EU authorisation,,2024-12-19,,,False
Tecelra,Germany,Germany,G-BA,synovial_sarcoma,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,tecelra,2024-08-01,cohort FDA approval,,2024-08-01,,,False
Tregzi,Germany,Germany,G-BA,HSCT_Treg,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,tregzi,2026-07-01,cohort FDA approval,,2026-07-01,,,False
Tudriqev,Germany,Germany,G-BA,MEL,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,tudriqev,2026-08-06,cohort FDA approval,,2026-08-06,,,False
Zevaskyn,Germany,Germany,G-BA,RDEB,,,,,not-submitted,none,,,,,,,,,,2026-09-05,not-found,Keine EU-Zulassung; kein G-BA-Verfahren (Stand 05.09.2026).,decisions_gba.csv,zevaskyn,2025-04-28,cohort FDA approval,,2025-04-28,,,False
Yescarta,France,France,HAS-CT,LBCL_3L,le service médical rendu par YESCARTA est important dans les indications de l’AMM.,2018-08-23,,2018-12-05,recommended,unknown,,SMR Important; ASMR III,,,,"Compte tenu : • des données d’efficacité pertinentes obtenues à court terme sur la réponse complète (environ 50% de la population ITT) et sur la survie globale dans des situations cliniques engageant le pronostic vital et pour lesquelles les options thérapeutiques sont limitées et ne permettent pas d’envisager une rémission, • des incertitudes sur la quantité d’effet faute de comparaison directe à la prise en charge habituelle, et sur le maintien de l’efficacité clinique à plus long terme, • de la toxicité significative à court terme et de l’absence de donnée de tolérance à long terme, la Commission considère qu’en l’état actuel des données, YESCARTA apporte une amélioration du service médical rendu modérée (ASMR III) en termes d’efficacité par rapport à la prise en charge actuelle du lymphome diffus à grandes cellules B et du lymphome médiastinal primitif à grandes cellules B réfractaire ou en rechute, après au moins deux lignes de traitement systémique.",Avis de la Commission de la Transparence du 05/12/2018 - YESCARTA - Inscription (CT),CT-17214,https://www.has-sante.fr/jcms/c_2888882,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,yescarta,2018-08-23,stated by agent,2018-12-05,2017-10-18,3.4,13.6,True
Kymriah,France,France,HAS-CT,LBCL_3L,Le service médical rendu par KYMRIAH est important dans l’indication de l’AMM.,2018-08-23,,2018-12-12,recommended,unknown,,SMR Important; ASMR IV,,,,"Compte tenu : • des données d’efficacité obtenues à court terme sur la réponse complète (environ 24% de la population ITT) et sur la survie globale avec une médiane de suivi d’environ 7 mois, dans des situations cliniques engageant le pronostic vital et pour lesquelles les options thérapeutiques sont limitées et ne permettent pas d’envisager une rémission, • des incertitudes sur la quantité d’effet faute de comparaison directe à la prise en charge habituelle, et sur le maintien de l’efficacité clinique à plus long terme, • de la toxicité significative à court terme et de l’absence de donnée de tolérance à long terme, la Commission considère qu’en l’état actuel des données, KYMRIAH apporte une amélioration du service médical rendu mineure (ASMR IV) en termes d’efficacité par rapport à la prise en charge historique du lymphome diffus à grandes cellules B réfractaire ou en rechute, après au moins deux lignes de traitement systémique, fondée sur diverses chimiothérapies.",Avis de la Commission de la Transparence du 12/12/2018 - KYMRIAH - Inscription (CT),CT-17238,https://www.has-sante.fr/jcms/c_2891692,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,kymriah,2018-08-23,stated by agent,2018-12-12,2017-08-30,3.6,15.4,True
Kymriah,France,France,HAS-CT,ALL_ped,"Le service médical rendu par KYMRIAH est important dans le traitement des enfants et jeunes adultes jusqu’à 25 ans atteints de leucémie aigüe lymphoblastique à cellules B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.",2018-08-23,,2018-12-12,recommended,unknown,,SMR Important; ASMR III,,,,"Compte tenu : • des données d’efficacité montrant un pourcentage élevé de rémissions complètes à 3 mois (environ 67% de la population ITT) maintenues chez environ 40% des patients après un suivi médian de 9 mois, • chez des patients âgés de 12 ans en moyenne, en majorité lourdement prétraités et dans des situations cliniques pour lesquelles les options thérapeutiques disponibles sont limitées et ne permettent pas d’envisager une rémission complète, • des incertitudes sur la quantité d’effet faute de comparaison directe à la prise en charge habituelle dans un contexte où celle-ci était difficilement réalisable, et sur le maintien de l’efficacité clinique à plus long terme, • et de la toxicité significative à court terme et de l’absence de donnée de tolérance à long terme, la Commission considère que KYMRIAH apporte une amélioration du service médical rendu modérée (ASMR III) dans la stratégie de prise en charge des enfants et jeunes adultes atteints de LAL B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.",Avis de la Commission de la Transparence du 12/12/2018 - KYMRIAH - Inscription (CT),CT-17202,https://www.has-sante.fr/jcms/c_2891689,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,kymriah,2018-08-23,stated by agent,2018-12-12,2017-08-30,3.6,15.4,True
Alofisel,France,France,HAS-CT,CROHN_FISTULA,"Dans le seul traitement des fistules périanales complexes non compliquées chez les adultes atteints de maladie de Crohn luminale non active/légèrement active, en association à une biothérapie, lorsque ces fistules ont répondu de manière inadéquate à au moins une biothérapie, et aux posologies de l’AMM, la Commission considère que le service médical rendu par ALOFISEL 5 millions de cellules/mL, suspension injectable est important.",2018-03-23,,2019-02-06,recommended-restricted,unknown,,SMR Important; ASMR IV,,,,"Dans le traitement des fistules périanales complexes non compliquées, chez les adultes atteints de maladie de Crohn non active/légèrement active, lorsque ces fistules ont répondu de manière inadéquate à au moins une biothérapie : Compte tenu : • de la démonstration, après 24 semaines de traitement, de la supériorité de l’administration d’une injection de darvadstrocel, en association à une biothérapie, par rapport au placebo sur la proportion de patients en rémission définie comme la fermeture de tous les orifices fistuleux externes malgré une pression douce au doigt + absence de collection > 2 cm en IRM, (critère de jugement principal), • du niveau de preuve élevé de cette démonstration (étude de phase III comparative randomisée et en double aveugle) dans un contexte de maladie rare, grave et invalidante, • de la quantité d’effet supplémentaire jugée modérée sur le critère de jugement principal, et dont la pertinence clinique est limitée en l’absence de différence statistiquement significative démontrée sur les deux critères de jugement secondaires hiérarchisés, • du profil de tolérance favorable à court terme (jusqu’à 52 semaines) avec des incertitudes à long terme (notamment la prise en charge des récidives), • du besoin médical mal couvert après échec ou réponse inadéquate à au moins une biothérapie, ALOFISEL apporte une amélioration du service médical rendu mineure (ASMR IV) dans le traitement des fistules périanales complexes non compliquées, chez les adultes atteints de maladie de Crohn non active/légèrement active, en association à une biothérapie, lorsque ces fistules ont répondu de manière inadéquate à au moins une biothérapie.",Avis de la Commission de la Transparence du 06/02/2019 - ALOFISEL - Inscription (CT),CT-17069,https://www.has-sante.fr/jcms/c_2904636,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,alofisel,2018-03-23,stated by agent,2019-02-06,,10.5,,True
Alofisel,France,France,HAS-CT,CROHN_FISTULA,"Dans les autres situations, la Commission considère que le service médical rendu par ALOFISEL 5 millions de cellules/mL, suspension injectable est insuffisant pour justifier la prise en charge par la solidarité nationale, notamment après échec ou réponse inadéquate aux seuls traitements conventionnels.",2018-03-23,,2019-02-06,not-recommended,none,,SMR insuffisant; ASMR sans objet,,,,"Dans les autres situations, la Commission considère que le service médical rendu par ALOFISEL 5 millions de cellules/mL, suspension injectable est insuffisant pour justifier la prise en charge par la solidarité nationale, notamment après échec ou réponse inadéquate aux seuls traitements conventionnels.",Avis de la Commission de la Transparence du 06/02/2019 - ALOFISEL - Inscription (CT),CT-17069,https://www.has-sante.fr/jcms/c_2904636,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,alofisel,2018-03-23,stated by agent,2019-02-06,,10.5,,True
Luxturna,France,France,HAS-CT,RPE65,"Le service médical rendu par LUXTURNA 5 x 1012 génomes de vecteur/ml, solution à diluer, est important dans l’indication de l’AMM.",2018-11-22,,2019-04-03,recommended,unknown,,SMR Important; ASMR II,,,,"Prenant en compte : • la qualité de la démonstration de l’efficacité de LUXTURNA dans une étude de phase III versus l’absence de traitement, randomisée, multicentrique, et malgré le caractère ouvert de l’étude, • la pertinence du critère de jugement principal évaluant la vision fonctionnelle des patients par un test de mobilité en ambiance lumineuse variable (MLMT) et la pertinence clinique de l’effet observé après 1 an de suivi par rapport à l’absence de traitement, • le besoin médical non couvert dans une maladie invalidante et évoluant vers la cécité, • l’absence de démonstration robuste d’un effet de LUXTURNA sur la qualité de vie, la Commission considère que LUXTURNA 5 x 1012 génomes de vecteur/ml, solution à diluer injectable, apporte une amélioration du service médical rendu importante (ASMR II) dans la prise en charge des patients adultes et pédiatriques ayant une perte visuelle due à une dystrophie rétinienne héréditaire résultant de mutations bi-alléliques confirmées du gène RPE65 et possédant suffisamment de cellules rétiniennes viables.",Avis de la Commission de la Transparence du 03/04/2019 - LUXTURNA - Inscription (CT),CT-17535,https://web.archive.org/web/20191112230609/https://www.has-sante.fr/upload/docs/evamed/CT-17535_LUXTURNA_PIC_INS_Avis2_CT17535.pdf,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). Full avis PDF read via Wayback Machine. population cible: 34-171 (avis: 62 à 311 patients avec mutations RPE65, dont environ 55 % avec cellules viables suffisantes)",decisions_has.csv,luxturna,2018-11-22,stated by agent,2019-04-03,2017-12-19,4.3,15.4,True
Zolgensma,France,France,HAS-CT,SMA_5q,"Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec) est important dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1), avec un diagnostic clinique de SMA de type I et II, ou des patients pré-symptomatiques, et ayant jusqu’à 3 copies du gène SMN2.",2020-05-18,,2020-12-16,recommended-restricted,unknown,,SMR Important; ASMR III,,,,"ZOLGENSMA (onasemnogene abeparvovec) apporte une amélioration du service médical rendu modérée (ASMR III), au même titre que SPINRAZA (nusinersen), dans la stratégie thérapeutique : • des patients atteints de SMA de type I, • des patients pré-symptomatiques avec un diagnostic génétique de SMA (mutation bi-allélique du gène SMN1) et 1 à 2 copies du gène SMN2.",Avis de la Commission de la Transparence du 16/12/2020 - ZOLGENSMA - Inscription (CT),CT-18743,https://www.has-sante.fr/jcms/p_3224937,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,zolgensma,2020-05-18,stated by agent,2020-12-16,2019-05-24,7.0,18.8,True
Zolgensma,France,France,HAS-CT,SMA_5q,"Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec) est important dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1), avec un diagnostic clinique de SMA de type I et II, ou des patients pré-symptomatiques, et ayant jusqu’à 3 copies du gène SMN2.",2020-05-18,,2020-12-16,recommended-restricted,unknown,,SMR Important; ASMR V,,,,"ZOLGENSMA (onasemnogene abeparvovec) n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique, excluant SPINRAZA (nusinersen) : • des patients atteints de SMA de type II, • des patients pré-symptomatiques avec un diagnostic génétique de SMA (mutation bi-allélique du gène SMN1) et 3 copies du gène SMN2.",Avis de la Commission de la Transparence du 16/12/2020 - ZOLGENSMA - Inscription (CT),CT-18743,https://www.has-sante.fr/jcms/p_3224937,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,zolgensma,2020-05-18,stated by agent,2020-12-16,2019-05-24,7.0,18.8,True
Zolgensma,France,France,HAS-CT,SMA_5q,Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec) est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) avec un diagnostic clinique de SMA de type III.,2020-05-18,,2020-12-16,not-recommended,none,,SMR insuffisant; ASMR sans objet,,,,Le service médical rendu par ZOLGENSMA (onasemnogene abeparvovec) est insuffisant pour justifier d’une prise en charge par la solidarité nationale dans le traitement des patients atteints d’amyotrophie spinale 5q (mutation bi allélique du gène SMN1) avec un diagnostic clinique de SMA de type III.,Avis de la Commission de la Transparence du 16/12/2020 - ZOLGENSMA - Inscription (CT),CT-18743,https://www.has-sante.fr/jcms/p_3224937,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) (row for the SMR insuffisant sub-population of the same avis) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,zolgensma,2020-05-18,stated by agent,2020-12-16,2019-05-24,7.0,18.8,True
Yescarta,France,France,HAS-CT,LBCL_3L,Le service médical rendu par YESCARTA (axicabtagene ciloleucel) reste important dans l’indication de l’AMM.,2018-08-23,,2021-03-24,recommended,unknown,,SMR Important; ASMR III,,,,"La Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données, YESCARTA (axicabtagene ciloleucel) apporte toujours une amélioration du service médical rendu modérée (ASMR III) en termes d’efficacité par rapport à la prise en charge historique du lymphome diffus à grandes cellules B et du lymphome médiastinal primitif à grande cellule B réfractaire ou en rechute, après au moins deux lignes de traitement systémique, fondée sur diverses chimiothérapies.",Avis de la Commission de la Transparence du 24/03/2021 - YESCARTA - Réévaluation SMR et ASMR,CT-19018,https://www.has-sante.fr/jcms/p_3262244,2026-09-05,verified-from-source,"avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,yescarta,2018-08-23,stated by agent,2021-03-24,2017-10-18,31.0,41.2,True
Kymriah,France,France,HAS-CT,LBCL_3L,Le service médical rendu par KYMRIAH (tisagenlecleucel) reste important dans l’indication de l’AMM.,2018-08-23,,2021-03-24,recommended,unknown,,SMR Important; ASMR IV,,,,"La Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données, KYMRIAH (tisagenlecleucel) apporte toujours une amélioration du service médical rendu mineure (ASMR IV) en termes d’efficacité par rapport à la prise en charge historique du lymphome diffus à grandes cellules B réfractaire ou en rechute, après au moins deux lignes de traitement systémique, fondée sur diverses chimiothérapies.",Avis de la Commission de la Transparence du 24/03/2021 - KYMRIAH - Réévaluation SMR et ASMR,CT-19042,https://www.has-sante.fr/jcms/p_3262259,2026-09-05,verified-from-source,"avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,kymriah,2018-08-23,stated by agent,2021-03-24,2017-08-30,31.0,42.8,True
Kymriah,France,France,HAS-CT,ALL_ped,"Le service médical rendu par KYMRIAH (tisagenlecleucel) est important dans le traitement des enfants et jeunes adultes jusqu’à 25 ans atteints de leucémie aigüe lymphoblastique à cellules B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.",2018-08-23,,2021-03-24,recommended,unknown,,SMR Important; ASMR III,,,,"Compte tenu : • des données d’efficacité actualisées des études cliniques ELIANA et ENSIGN qui confirment les résultats précédemment analysés, notamment en termes de pourcentage de rémissions complètes (60 à 67% de la population ITT maintenues chez au moins un tiers des patients après un suivi médian de plus de 3 ans) et de survie globale (chez les patients traités médiane de 29,9 mois dans ENSIGN et toujours non atteinte dans ELIANA), dans des situations cliniques engageant le pronostic vital à court terme pour lesquelles les options thérapeutiques disponibles sont limitées et ne permettent pas d’envisager une guérison, • de l’actualisation des résultats des comparaisons indirectes qui, malgré leurs limites, suggèrent un bénéfice de KYMRIAH (tisagenlecleucel) par rapport aux traitements standards, • du profil de tolérance marqué par une toxicité significative à court terme, • mais des incertitudes initiales identifiées qui perdurent malgré la demande de la CT, en particulier : o la quantité d’effet exacte par rapport à la prise en charge historique, faute de comparaison robuste, o de l’efficacité en vie réelle au regard de l’immaturité des données du registre DESCAR-T (18 patients traités, 6 centres activés, nombreuses données manquantes et non monitorées), ne permettant pas de confirmer à ce stade les résultats des études cliniques, o le maintien de l’efficacité clinique à moyen et long terme, notamment sur l’obtention de guérisons pour les patients en rémission durable, o et l’absence de données de tolérance à moyen et long terme la Commission considère que ses précédentes conclusions ne sont pas susceptibles d’être modifiées. En l’état actuel des données, KYMRIAH (tisagenlecleucel) apporte toujours une amélioration du service médical rendu modérée (ASMR III) dans la stratégie thérapeutique de prise en charge de enfants et jeunes adultes atteints de LAL B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus.",Avis de la Commission de la Transparence du 24/03/2021 - KYMRIAH - Réévaluation SMR et ASMR,CT-19040,https://www.has-sante.fr/jcms/p_3262256,2026-09-05,verified-from-source,"avis type: re-evaluation; motif BDPM: Réévaluation SMR et ASMR. SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). regulatory_approval_date is the initial EU MA date; the EU extension date was not retrieved here. population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,kymriah,2018-08-23,stated by agent,2021-03-24,2017-08-30,31.0,42.8,True
Lenmeldy / Libmeldy,France,France,HAS-CT,MLD_early,"Le service médical rendu par LIBMELDY (Population autologue enrichie en cellules CD34+ qui contient des cellules souches progénitrices hématopoïétiques transduites ex vivo avec un vecteur lentiviral codant le gène de l’arylsulfatase A humaine) est important uniquement chez les enfants asymptomatiques sans manifestation clinique de la maladie, que ce soit en termes d’atteinte motrice, cognitive et/ou comportementale, atteints de la forme infantile tardive (se manifestant avant 30 mois) ou juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.",2020-12-17,,2021-04-21,recommended-restricted,unknown,,SMR Important; ASMR III,,,,"LIBMELDY apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des enfants asymptomatiques sans manifestation clinique de la maladie, que ce soit en termes d’atteinte motrice, cognitive et/ou comportementale, atteints de forme infantile tardive (se manifestant avant 30 mois) ou juvénile précoce (se manifestant entre 30 mois et 6 ans inclus) de leucodystrophie métachromatique.",Avis de la Commission de la Transparence du 21/04/2021 - LENMELDY / LIBMELDY - Inscription (CT),CT-18847,https://www.has-sante.fr/jcms/p_3263243,2026-09-05,verified-from-source,"avis type: initial inscription; motif BDPM: Inscription (CT). SMR/ASMR and wording from the Base de données publique des médicaments extracts (CIS_HAS_SMR_bdpm.txt, CIS_HAS_ASMR_bdpm.txt), which quote the avis conclusions; full avis PDF on has-sante.fr not fetchable (403 to curl, WebFetch aborted). population cible: not retrieved (full avis not accessible) | status set to verified-from-source in the merge: official BDPM extract of the avis",decisions_has.csv,lenmeldy,2020-12-17,stated by agent,2021-04-21,2024-03-18,4.1,-34.9,True
