product,product_key,sponsor_at_event,event_date,event_type,is_retreat,event_title,counterparty,amount_usd_m,manufacturing_model,geography,months_from_first_approval,after_approval,is_prv_sale,stated_reason_verbatim,source_doc,source_url,fetched_date,status,usable,origin,notes
Elevidys,elevidys,,2025-07-16,shipment-pause-or-restriction,True,Sarepta recently announced that it was pausing shipments of ELEVIDYS for non-ambulant patients while it explored the adoption of additional prophylactic immunos,,,,US,24.8,True,False,Sarepta recently announced that it was pausing shipments of ELEVIDYS for non-ambulant patients while it explored the adoption of additional prophylactic immunosuppression.,"Sarepta 8-K Ex-99.1, Sarepta Therapeutics Announces Strategic Restructuring and Pipeline Prioritization Plan (2025-07-16)",https://www.sec.gov/Archives/edgar/data/873303/000095017025096257/srpt-ex99_1.htm,,verified-from-source,True,elevidys_disclosures.csv statement (type assigned by keyword),
Elevidys,elevidys,Sarepta,2025-07-22,shipment-pause-or-restriction,True,Sarepta suspends all US Elevidys shipments at FDA's request; ambulatory shipments resume 2025-07-31,FDA,,AAV systemic,US,25.0,True,False,"In response to a request from the FDA that we voluntarily stop all shipments of ELEVIDYS in the U.S., we temporarily suspended all shipments of ELEVIDYS in the U.S., effective July 22, 2025, to allow us the necessary time to respond to FDA's requests for information and complete a labeling supplement process (the 'ELEVIDYS Suspension'). On July 28, 2025, the FDA informed us that it recommended the removal of the voluntary hold for ambulatory patients. On July 31, 2025, we resumed shipments of ELEVIDYS for ambulatory patients in the U.S.",Sarepta 10-Q for quarter ended 2025-09-30 (filed 2025-11-06),https://www.sec.gov/Archives/edgar/data/873303/000119312525269436/srpt-20250930.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"FDA informal request made 2025-07-18; Sarepta initially declined ('we declined FDA's request to voluntarily stop shipping ELEVIDYS to ambulatory patients', community letter 2025-07-19) then complied. Roche paused ex-US shipments in the same period (not verified from a primary document)."
Elevidys,elevidys,,2025-07-22,shipment-pause-or-restriction,True,voluntarily paused all shipments of delandistrogene moxeparvovec-rokl (Elevidys) ... in the United States ... will go into effect at close of business on July 2,,,,US,25.0,True,False,"voluntarily paused all shipments of delandistrogene moxeparvovec-rokl (Elevidys) ... in the United States ... will go into effect at close of business on July 22, 2025","CGTlive, Sarepta Voluntarily Pauses All Shipments of DMD Gene Therapy Elevidys Several Days After Informal Request From FDA (2025-07-22)",https://www.cgtlive.com/view/sarepta-voluntarily-pauses-shipments-dmd-gene-therapy-elevidys-several-days-informal-request-fda,,provisional-from-snippet,False,elevidys_disclosures.csv statement (type assigned by keyword),
Elevidys,elevidys,Sarepta,2025-07-24,discontinuation-or-withdrawal,True,EMA CHMP recommends refusal of conditional EU marketing authorisation for Elevidys (Roche as applicant),EMA / Roche,,AAV systemic,EU,25.1,True,False,The European Medicines Agency has recommended the refusal of the marketing authorisation for Elevidys ... The Agency issued its opinion on 24 July 2025. ... The study failed to show that Elevidys had an effect on movement abilities after 12 months.,"EMA EPAR page, Elevidys, 'Refused' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/elevidys,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Regulatory refusal, not a sponsor decision; logged because it closes the EU market. European Commission refusal decision 2025-09-24 per project cohort table (not re-verified here). EMA page: 'Currently, all clinical trials with Elevidys are temporarily paused'."
Elevidys,elevidys,Sarepta,2025-11-03,shipment-pause-or-restriction,False,Label restriction: boxed warning for acute liver injury/failure and removal of non-ambulatory indication,FDA,,AAV systemic,US,28.4,True,False,Discussions between FDA and Sarepta in the safety labeling process are expected to be finalized in the near-term with an outcome that includes a box warning and the removal of non-ambulatory indication from the Indication and Usages section.,"Sarepta 8-K Ex-99.1, Q3 2025 financial results (2025-11-03)",https://www.sec.gov/Archives/edgar/data/873303/000119312525262591/srpt-ex99_1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Revised label with boxed warning attached to Sarepta 8-K of 2026-01-12 https://www.sec.gov/Archives/edgar/data/873303/000119312526010116/srpt-ex99_1.htm. FY2025 release: revenue decrease 'primarily reflects $273.8 million less in net product revenue of ELEVIDYS as a result of lower volume following our decision to suspend shipments of ELEVIDYS to non-ambulatory patients in the U.S. in June 2025'.
Elevidys,elevidys,Sarepta,2025-11-14,shipment-pause-or-restriction,False,Boxed warning for acute serious liver injury and acute liver failure added; indication restricted to ambulatory patients,,,AAV systemic,US,28.8,True,False,,FDA product page,https://www.fda.gov/vaccines-blood-biologics/tissue-tissue-products/elevidys,,verified-from-source,True,product_cohort.csv (F020),
Elevidys,elevidys,Sarepta,,refusal,True,EU marketing authorisation refused,,,AAV systemic,EU,,False,False,,EMA,https://www.ema.europa.eu/en/medicines/human/EPAR/elevidys,,verified-from-source,False,product_cohort.csv (F020),refused (no EU marketing authorisation)
Encelto,encelto,Neurotech,,none-found,False,No sponsor event found 2025-03-05 to 2026-09-05,,,other,US,,False,False,,"Neurotech is privately held; no SEC filings. No press-release or EDGAR hit for an acquisition, restructuring or withdrawal.",,2026-09-05,not-found,False,agent events_by_product.csv,Encapsulated cell therapy (implant).
Genglycos,genglycos,Ultragenyx,,none-found,False,No sponsor event found 2026-08-19 to 2026-09-05,,,AAV systemic,US,,False,False,,Approved 2026-08-19; observation window under one month.,,2026-09-05,not-found,False,agent events_by_product.csv,
Glybera,glybera,uniQure,2017-04-20,discontinuation-or-withdrawal,True,uniQure will not seek renewal of Glybera's EU marketing authorisation; authorisation expires October 2017,European Commission,,AAV local,EU,53.8,True,False,"'The decision to not pursue marketing authorization renewal of Glybera in Europe involved a thoughtful and careful evaluation of patient needs and the clinical use of the therapy, and is not related to any risk-benefit concern,' stated Matthew Kapusta, chief executive officer of uniQure. 'Glybera's usage has been extremely limited and we do not envision patient demand increasing materially in the years ahead.'","uniQure 8-K Ex-99.1, 'uniQure Announces It Will Not Seek Marketing Authorization Renewal for Glybera in Europe' (2017-04-20)",https://www.sec.gov/Archives/edgar/data/1590560/000110465917024899/a17-11623_1ex99d1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Intramuscular AAV1. EMA: 'The marketing authorisation for Glybera (alipogene tiparvovec) expired on 28 October 2017 ... uniQure biopharma B.V. confirmed that it did not apply for renewal of the authorisation due to the lack of demand for this product' (https://www.ema.europa.eu/en/medicines/human/EPAR/glybera). uniQure also terminated the Chiesi commercialisation agreement (10-Q Q1 2017).
Glybera,glybera,uniQure,2017-10-28,discontinuation-or-withdrawal,True,EU marketing authorisation withdrawn or expired,,,AAV intramuscular,EU,60.1,True,False,,EMA EPAR page,https://www.ema.europa.eu/en/medicines/human/EPAR/glybera,,verified-from-source,True,product_cohort.csv (F020),
Hemgenix,hemgenix,CSL Behring,2026-03-17,shipment-pause-or-restriction,True,CSL Behring announces temporary global stockout of Hemgenix,,,AAV systemic,worldwide,39.8,True,False,"CSL is currently experiencing a temporary global stockout of HEMGENIX that will result in delays in treatment for some individuals in countries with established commercial access. We want to be very clear that this situation is not related to the safety or effectiveness of HEMGENIX. Rather, it reflects the complexity of manufacturing gene therapies, and our commitment to adhering to the highest regulatory and quality standards.","CSL newsroom, 'Our Commitment to the Hemophilia B Community: An Update on HEMGENIX Availability' (2026-03-17)",https://newsroom.csl.com/2026-03-17-Our-Commitment-to-the-Hemophilia-B-Community-An-Update-on-HEMGENIX-R-etranacogene-dezaparvovec-drlb-Availability,2026-09-05,verified-from-source,True,agent events_by_product.csv,No restoration date given in the statement. Manufacturing had been transferred from uniQure's Lexington MA plant to Genezen (plant sold 2024).
Hemgenix,hemgenix,CSL Behring / uniQure,2026-05-05,restructuring,True,uniQure exits Hemgenix supply; CSL Behring contracts directly with Genezen,Genezen,,AAV systemic,worldwide,41.4,True,False,"In April 2026, uniQure, CSL Behring and Genezen entered into agreements under which uniQure's remaining HEMGENIX supply and any minimum purchase commitments will terminate after delivery of contractually specified batches to CSL Behring, which uniQure expects to occur in mid-2026. Concurrently, CSL Behring entered into a direct relationship with Genezen as the supplier of HEMGENIX. These agreements have no impact on future royalties or milestones to uniQure under the license agreement with CSL Behring.","uniQure 8-K Ex-99.1, Q1 2026 financial results (2026-05-05)",https://www.sec.gov/Archives/edgar/data/1590560/000110465926055242/qure-20260505xex99d1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Change of manufacturing/supply model (originator exits supply chain), not a withdrawal. Event month April 2026; row dated by disclosure."
Imlygic,imlygic,BioVex,2011-01-24,acquisition,False,"Amgen acquires BioVex (OncoVEX GM-CSF, later Imlygic)",Amgen,1000,oncolytic virus,worldwide,-57.1,False,False,"Under terms of the agreement, Amgen will pay up to $1 billion: $425 million in cash at closing and up to $575 million in additional payments upon the achievement of certain regulatory and sales milestones.",Amgen 8-K Ex-99.1 press release (2011-01-25),https://www.sec.gov/Archives/edgar/data/318154/000119312511013248/dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Predates first approval (2015-10-27) by nearly five years; included because it fixed the sponsor at launch. Amount is headline maximum (USD 425m upfront). No post-approval discontinuation, withdrawal or Imlygic-attributed restructuring found: EDGAR full-text search Amgen 10-K/8-K 2018-2026 for 'IMLYGIC' with 'discontinu' returned 0 hits; EMA EPAR page shows Imlygic still authorised."
Itvisma,itvisma,Novartis Gene Therapies,,none-found,False,No sponsor event found 2025-11-24 to 2026-09-05,,,AAV local,US,,False,False,,"Novartis 20-F filings and press releases; no Itvisma-specific event. Sponsor-level events (AveXis acquisition 2018, Longmont closure 2021) are logged under Zolgensma.",,2026-09-05,not-found,False,agent events_by_product.csv,Intrathecal onasemnogene abeparvovec; EU authorised 2026-06-30.
Kebilidi / Upstaza,kebilidi,PTC Therapeutics,2024-11-27,asset-sale-or-licence,False,PTC sells the Rare Pediatric Disease Priority Review Voucher granted with Kebilidi's approval for USD 150m,undisclosed buyer,150,AAV local,US,28.4,True,True,"PTC Therapeutics, Inc. announced today that it has entered into an agreement to sell its Rare Pediatric Priority Review Voucher (PRV) for $150 million upon the closing of the transaction. PTC was granted the PRV on November 13, 2024 along with the U.S. Food and Drug Administration (FDA) approval of KEBILIDI",PTC Therapeutics 8-K Ex-99.1 (2024-11-27),https://www.sec.gov/Archives/edgar/data/1070081/000107008124000026/tmb-20241126xex99d1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Voucher monetisation, not a sale of product rights; proceeds received per PTC JPM release 2025-01-13. No sale or out-licence of Kebilidi/Upstaza itself found in PTC 8-Ks 2024-11 to 2026-08 (13 hits for 'Kebilidi', all commercial updates or forward-looking boilerplate)."
Kresladi,kresladi,Rocket Pharmaceuticals,2026-06-12,asset-sale-or-licence,False,Rocket sells the Rare Pediatric Disease Priority Review Voucher obtained with Kresladi's approval for USD 180m,undisclosed buyer,180,lentiviral ex vivo,US,2.6,True,True,"On June 12, 2026, Rocket announced the closing of the sale of its Rare Pediatric Disease Priority Review Voucher (PRV) for gross proceeds of $180 million","Rocket Pharmaceuticals 8-K Ex-99.1, Second Quarter 2026 Financial Results (2026-08)",https://www.sec.gov/Archives/edgar/data/1281895/000114036126032028/ef20079821_ex99-1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Voucher monetisation, not a sale of product rights. Pre-approval context: Rocket 8-K 2025-07-24 announced 'a reduction in workforce of approximately 30%' tied to a pivot to its AAV pipeline while resubmitting the Kresladi CRL responses (https://www.sec.gov/Archives/edgar/data/1281895/000114036125027032/ef20052552_ex99-1.htm); outside the post-approval window (approval 2026-03-26)."
Kresladi,kresladi,,2026-06-12,asset-sale-or-licence,False,"On June 12, 2026, Rocket announced the closing of the sale of its Rare Pediatric Disease Priority Review Voucher (PRV) for gross proceeds of $180 million",,,,US,2.6,True,True,"On June 12, 2026, Rocket announced the closing of the sale of its Rare Pediatric Disease Priority Review Voucher (PRV) for gross proceeds of $180 million","Rocket Pharmaceuticals 8-K Ex-99.1, Second Quarter 2026 Financial Results and Highlights Recent Progress (2026-08-10)",https://www.sec.gov/Archives/edgar/data/1281895/000114036126032028/ef20079821_ex99-1.htm,,verified-from-source,True,launches2026_disclosures.csv statement (type assigned by keyword),
Kymriah,kymriah,Novartis,2024-04-18,shipment-pause-or-restriction,False,FDA requires class-wide boxed warning for T-cell malignancies (BCMA- and CD19-directed autologous CAR-T),FDA,,autologous CAR-T,US,79.6,True,False,"In November 2023, the Food and Drug Administration (FDA) posted a safety communication to provide information about reports of T cell malignancies including chimeric antigen receptor CAR-positive lymphoma in patients who received treatment with BCMA- or CD19-directed autologous CAR T cell immunotherapies. ... FDA concluded that changes to the boxed warning are warranted","FDA CBER safety communication, 'FDA Requires Boxed Warning for T cell Malignancies Following Treatment with BCMA-Directed or CD19-Directed Autologous CAR T cell Immunotherapies' (2024-04-18)",https://www.fda.gov/vaccines-blood-biologics/safety-availability-biologics/fda-requires-boxed-warning-t-cell-malignancies-following-treatment-bcma-directed-or-cd19-directed,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Class label change, not a sponsor decision; products listed on the FDA page: Abecma, Breyanzi, Carvykti, Kymriah, Tecartus, Yescarta. Label restriction only; no supply pause. Safety communication first posted November 2023; letters to sponsors January 2024."
Kymriah,kymriah,Novartis,,none-found,False,"No sponsor acquisition, divestiture, withdrawal, pause or Kymriah-attributed restructuring found 2017-08-30 to 2026-09-05 (other than the class boxed warning above)",,,autologous CAR-T,worldwide,,False,False,,"EDGAR full-text search, Novartis 20-F 2022-2025 for 'Kymriah' with 'restructuring' (6 hits, none Kymriah-specific on reading the 2022 and 2023 20-F)",https://efts.sec.gov/LATEST/search-index?q=%22Kymriah%22%20%22restructuring%22&dateRange=custom&startdt=2022-01-01&forms=20-F,2026-09-05,not-found,False,agent events_by_product.csv,
Lantidra,lantidra,CellTrans,,none-found,False,No sponsor event found 2023-06-28 to 2026-09-05,,,allogeneic cell,US,,False,False,,CellTrans is privately held; no SEC filings; no press release found.,,2026-09-05,not-found,False,agent events_by_product.csv,
Lenmeldy / Libmeldy,lenmeldy,Orchard Therapeutics,2022-03-30,restructuring,True,Orchard refocuses on neurometabolic programmes; c.30% workforce reduction; exits primary immunodeficiency programmes incl. Strimvelis,,,lentiviral ex vivo,worldwide,15.4,True,False,Refined portfolio and 30% proposed workforce reduction extend cash runway into 2024 ... Orchard intends to discontinue its investment in and seek alternatives for its programs in rare primary immune deficiencies. These include OTL-103 ... OTL-102 ... and Strimvelis,"Orchard Therapeutics 8-K Ex-99.1, strategic update and FY2021 results (2022-03-30)",https://www.sec.gov/Archives/edgar/data/1748907/000156459022012316/ortx-ex991_7.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Libmeldy retained as lead commercial product; the retreat is from other ex vivo programmes.
Libmeldy,lenmeldy,,2023,acquisition,False,Kyowa Kirin acquires Orchard Therapeutics,,,lentiviral ex vivo,,30.4,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Lenmeldy / Libmeldy,lenmeldy,Orchard Therapeutics,2023-10-05,acquisition,False,Kyowa Kirin acquires Orchard Therapeutics,Kyowa Kirin,477.6,lentiviral ex vivo,worldwide,33.6,True,False,"Acquisition price of $16.00 per ADS in cash plus an additional contingent value right of $1.00 per ADS, representing a total maximum equity value of approximately $477.6 million ... helps resource the ongoing and future launches of Libmeldy (atidarsagene autotemcel)","Orchard Therapeutics 8-K Ex-99.1, joint Kyowa Kirin/Orchard press release (2023-10-05)",https://www.sec.gov/Archives/edgar/data/1748907/000119312523251143/d537538dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Closing 2024-01-24 by UK scheme of arrangement per Orchard 8-K https://www.sec.gov/Archives/edgar/data/1748907/000119312524014239/d74405d8k.htm. Kyowa Kirin removed Orchard Therapeutics Limited from its consolidation scope in H1 2026 (entity restructuring; product reporting continues).
Lenmeldy,lenmeldy,,2023-11-13,acquisition,False,Planned acquisition by Kyowa Kirin valued at up to $477.6 million with an anticipated closing in the first quarter of 2024,,,,Total,34.9,True,False,Planned acquisition by Kyowa Kirin valued at up to $477.6 million with an anticipated closing in the first quarter of 2024,"Orchard Therapeutics 8-K Ex-99.1, Third Quarter 2023 Financial Results (2023-11-13)",https://www.sec.gov/Archives/edgar/data/1748907/000095017023062423/ortx-ex99_1.htm,,verified-from-source,True,lenmeldy_disclosures.csv statement (type assigned by keyword),
Lenmeldy,lenmeldy,,2025-02-06,asset-sale-or-licence,False,"As a result of the new consolidation of Orchard Therapeutics, revenue was recorded for Libmeldy (approval was obtained in the United States in March 2024 under ",,,,Total,49.7,True,False,"As a result of the new consolidation of Orchard Therapeutics, revenue was recorded for Libmeldy (approval was obtained in the United States in March 2024 under the product name of Lenmeldy), which is sold by that company in Europe for treatment of metachromatic leukodystrophy (MLD).","Kyowa Kirin Consolidated Financial Summary (IFRS) Fiscal 2024, Kessan Tanshin, table 'Revenue from overseas regions and Others' (2025-02-06)",https://ir.kyowakirin.com/en/library/earnings/earnings0/main/0111115/teaserItems1/00/linkList/0/link/summary_2024_q4_en.pdf,,verified-from-source,True,lenmeldy_disclosures.csv statement (type assigned by keyword),
Luxturna,luxturna,Spark Therapeutics,2019-02-25,acquisition,False,Roche acquires Spark Therapeutics,Roche,4800,AAV local,worldwide,14.2,True,False,Roche to acquire Spark Therapeutics for $114.50 per share representing a total equity value of $4.8 billion. Spark Therapeutics will continue its operations in Philadelphia as an independent company within the Roche Group,Spark Therapeutics 8-K Ex-99.1 (2019-02-25); Roche media release 2019-02-25,https://www.sec.gov/Archives/edgar/data/1609351/000119312519048943/d711494dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Closing 2019-12-17 after extended FTC review, per Spark 8-K https://www.sec.gov/Archives/edgar/data/1609351/000119312519315712/d851263d8k.htm. Novartis holds ex-US Luxturna rights under a 2018 licence."
Luxturna,luxturna,,2019,acquisition,False,Roche acquires Spark Therapeutics,,,AAV,,18.4,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Luxturna,luxturna,,2024,discontinuation-or-withdrawal,True,Roche restructures Spark,,,AAV,,78.4,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Luxturna,luxturna,Roche (Spark Therapeutics),2025-01-30,restructuring,True,Roche impairs Spark goodwill and reorganises Spark into the Pharmaceuticals Division,,,AAV local,worldwide,85.4,True,False,"IFRS net income decreased by 19% (26% in CHF) to CHF 9.2 billion, mainly due to impairment charges to goodwill of CHF 3.2 billion related to Flatiron Health and Spark Therapeutics.","Roche media release, Full Year 2024 results (2025-01-30); Roche Finance Report 2025 (savings 'from resource optimisation initiatives, notably at Spark Therapeutics')",https://www.roche.com/media/releases/med-cor-2025-01-30,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Spark-specific goodwill impairment reported as c. USD 2.4bn by BioSpace/Fierce (not itemised in the release read). Workforce: Philadelphia Inquirer 2025-04-03 reports 337 layoffs, more than half of Spark's staff, from May 2025 (https://www.inquirer.com/health/spark-therapeutics-roche-layoffs-philadelphia-20250403.html; trade press). Roche Finance Report 2025 also records full impairment of SPK-9001 (Beqvez) intangible after 'an alliance partner's decision to stop the commercialisation' (https://assets.roche.com/f/176343/x/fca190f63e/fb25e.pdf)."
Lyfgenia,lyfgenia,bluebird bio,2024-09-24,restructuring,True,"bluebird bio restructuring: c.25% workforce reduction, 20% cash opex cut, targeting break-even H2 2025",,,lentiviral ex vivo,US,9.6,True,False,The restructuring is expected to result in a 20% reduction in cash operating expenses when fully realized in Q3 2025 ... The initiative includes a reduction in the Company's workforce of approximately 25%. The Company's cash flow break-even target assumes scaling to approximately 40 drug product deliveries per quarter,"bluebird bio 8-K Ex-99.1, 'bluebird bio Initiates Restructuring Intended to Optimize Cost Structure' (2024-09-24)",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000046/exhibit99120240923.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,
Lyfgenia,lyfgenia,bluebird bio,2024-11-14,restructuring,True,bluebird bio cash-runway warning; going-concern doubt; lender (Hercules) engagement,Hercules Capital,,lentiviral ex vivo,US,11.2,True,False,bluebird and Hercules are engaging collaboratively as bluebird works to secure adequate cash runway to obtain additional financing and reach cash flow break-even.,"bluebird bio 8-K Ex-99.1, Q3 2024 results (2024-11-14); bluebird 10-K FY2024 ('There is substantial doubt regarding our ability to continue as a going concern')",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000076/exhibit99120241114.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Cash, cash equivalents and restricted cash approximately USD 118.7m at 2024-09-30. Going-concern language recurs in 10-Q/10-K filings from 2022 onward (10-K FY2024: https://www.sec.gov/Archives/edgar/data/1293971/000129397125000009/blue-20241231.htm)."
Lyfgenia,lyfgenia,bluebird bio,2025-02-21,acquisition,False,bluebird bio agrees to be acquired by Carlyle and SK Capital (USD 3.00/share cash plus USD 6.84 CVR),Carlyle / SK Capital Partners,,lentiviral ex vivo,worldwide,14.5,True,False,"bluebird stockholders to receive $3.00 per share in cash and a contingent value right of $6.84 per share in cash payable upon achievement of a net sales milestone, contingent upon offer conditions ... bluebird's Board of Directors determined this transaction is in the best interest of stockholders following a comprehensive review of strategic alternatives","bluebird bio 8-K Ex-99.1, 'bluebird bio Announces Definitive Agreement to be Acquired by Carlyle and SK Capital' (2025-02-21)",https://www.sec.gov/Archives/edgar/data/1293971/000119312525031354/d885218dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Amended 2025-05-14 to let holders elect USD 5.00/share with no CVR (https://www.sec.gov/Archives/edgar/data/1293971/000119312525119447/d943903dex991.htm). Closed 2025-06-02: 'With the closing of the transaction, bluebird's common stock has ceased trading and will no longer be publicly listed' (https://www.sec.gov/Archives/edgar/data/1293971/000119312525132850/d39702dex991.htm). Headline equity value not stated in the release read; amount left blank."
Lyfgenia,lyfgenia,bluebird bio,2025-06-12,going-private-or-delisting,True,bluebird bio files Form 15-12G terminating SEC registration after take-private,,,lentiviral ex vivo,US,18.1,True,False,(Form 15-12G certification and notice of termination of registration under Section 12(g); Rule 12g-4(a)(1)),bluebird bio Form 15-12G (2025-06-12),https://www.sec.gov/Archives/edgar/data/1293971/000119312525139516/d13380d1512g.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Public reporting of revenue and patient starts ended with the 10-Q for Q1 2025 (filed 2025-05-14).
Lyfgenia,lyfgenia,,2025,acquisition,False,bluebird bio acquired by Carlyle and SK Capital,,,lentiviral ex vivo,,18.8,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Omisirge,omisirge,Gamida Cell,2023-03-27,restructuring,True,Gamida Cell workforce reduction of c.17% to extend cash into Q3 2023,,,allogeneic cell,US,-0.7,False,False,"On March 27, 2023, the Company announced a workforce reduction plan (the 'Plan'), pursuant to which it plans to downsize its current workforce by approximately 17% by the end of the second quarter of 2023. The Plan is being enacted to help extend the Company's financial resources through the third quarter of 2023","Gamida Cell 8-K (Item 2.05), 2023-03-27",https://www.sec.gov/Archives/edgar/data/1600847/000121390023022951/ea175734-8k_gamida.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Three weeks before FDA approval (2023-04-17); included as the launch-period cost base. Manufacturing model: expanded allogeneic cord blood.
Omisirge,omisirge,,2023-09-30,asset-sale-or-licence,False,"To support a more fulsome commercial launch of Omisirge, we are exploring potential commercial or strategic options, including a sale of our assets or merger.",,,,US,5.5,True,False,"To support a more fulsome commercial launch of Omisirge, we are exploring potential commercial or strategic options, including a sale of our assets or merger.","Gamida Cell 10-Q for the quarter ended September 30, 2023 (2023-11-14)",https://www.sec.gov/Archives/edgar/data/1600847/000121390023086948/f10q0923_gamidacell.htm,,verified-from-source,True,omisirge_disclosures.csv statement (type assigned by keyword),
Omisirge,omisirge,Gamida Cell,2023-11-14,restructuring,True,Gamida Cell strategic review: exploring sale of assets or merger; going-concern doubt,Moelis & Company (adviser),,allogeneic cell,US,6.9,True,False,"To support a more fulsome commercial launch of Omisirge, we are exploring potential commercial or strategic options, including a sale of our assets or merger. ... These conditions raise substantial doubt about the Company's ability to continue as a going concern.",Gamida Cell 10-Q for quarter ended 2023-09-30 (filed 2023-11-14); 8-K Ex-99.1 Q3 2023 release,https://www.sec.gov/Archives/edgar/data/1600847/000121390023086948/f10q0923_gamidacell.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Q3 2023 release: strategic review 'has resulted in oral and written proposals' (https://www.sec.gov/Archives/edgar/data/1600847/000121390023086413/ea188320ex99-1_gamida.htm). 10-K FY2023: 'To date, this strategic review process has not yielded any viable strategic alternatives.'"
Omisirge,omisirge,,2024-03-26,restructuring,True,"on March 26, 2024, we entered into a Restructuring Support Agreement, or the Support Agreement, with certain funds managed by Highbridge Capital Management, LLC",,,,US,11.3,True,False,"on March 26, 2024, we entered into a Restructuring Support Agreement, or the Support Agreement, with certain funds managed by Highbridge Capital Management, LLC...all outstanding shares of Gamida Cell Ltd. will be cancelled...Gamida Cell Ltd. will continue to exist as a private operating company that is owned entirely by Highbridge.","Gamida Cell 10-K for the year ended December 31, 2023 (2024-03-27)",https://www.sec.gov/Archives/edgar/data/1600847/000121390024026229/ea0202430-10k_gamida.htm,,verified-from-source,True,omisirge_disclosures.csv statement (type assigned by keyword),
Omisirge,omisirge,Gamida Cell,2024-03-27,going-private-or-delisting,True,"Gamida Cell restructuring support agreement with Highbridge: equity cancelled, company to continue as private operating company",Highbridge Capital Management,,allogeneic cell,US,11.3,True,False,"on March 26, 2024, we entered into a Restructuring Support Agreement ... with certain funds managed by Highbridge Capital Management, LLC ... all outstanding shares of Gamida Cell Ltd. will be cancelled ... Gamida Cell Ltd. will continue to exist as a private operating company that is owned entirely by Highbridge.",Gamida Cell 8-K (Item 1.01) 2024-03-27; Gamida Cell 10-K FY2023 (2024-03-27),https://www.sec.gov/Archives/edgar/data/1600847/000121390024026228/ea0202631-8k_gamida.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Voluntary restructuring proceeding in the District Court of Beersheba, Israel. Nasdaq delisting determination 2024-04-25, effective 2024-05-06 (Form 25-NSE https://www.sec.gov/Archives/edgar/data/1600847/000135445724000304/gmdadelistreason.txt); shares moved to OTC 2024-04-26; Form 15-12G filed 2024-05-24 (https://www.sec.gov/Archives/edgar/data/1600847/000121390024046488/ea0206826-1512g_gamida.htm). 10-Q Q1 2024: 'Our remaining employees will continue to support the commercialization of Omisirge'."
Omisirge,omisirge,,2024-05-23,going-private-or-delisting,True,"Immediately following the closing of our restructuring process, which we anticipate will occur on or about May 24, 2024, we intend to file a Form 15",,,,US,13.2,True,False,"Immediately following the closing of our restructuring process, which we anticipate will occur on or about May 24, 2024, we intend to file a Form 15","Gamida Cell 10-Q for the quarter ended March 31, 2024 (2024-05-23)",https://www.sec.gov/Archives/edgar/data/1600847/000121390024046302/ea0206597-10q_gamidacell.htm,,verified-from-source,True,omisirge_disclosures.csv statement (type assigned by keyword),
Omisirge,omisirge,Gamida Cell,2025-12-05,shipment-pause-or-restriction,True,"no withdrawal or label restriction; indication EXPANDED - supplemental approvals dated December 5, 2025 (severe aplastic anemia) and February 11, 2026",,,expanded cord blood,US,31.6,True,False,,FDA product page,https://www.fda.gov/vaccines-blood-biologics/omisirge,,verified-from-source,True,product_cohort.csv (F020),
Otarmeni,otarmeni,Regeneron,,none-found,False,No sponsor event found 2026-04-23 to 2026-09-05,,,AAV local,US,,False,False,,Regeneron 8-K/10-Q filings 2026; no Otarmeni-specific event.,,2026-09-05,not-found,False,agent events_by_product.csv,"Dual-vector AAV, intracochlear."
