id,section,sentence,num,superlative,causal
C193,4.5 What follows for a scientist choosing a direction,"2% of due trials reporting, the aggregate evidence is far weaker than the activity implies, and every unreported trial is a reason for a payer to decline the next one.",True,True,True
C194,4.5 What follows for a scientist choosing a direction,Two platforms show it is achievable: pharmacogenomics posts at 33% and AAV at 39%.,True,False,True
C195,4.5 What follows for a scientist choosing a direction,"** (i) Technology dominance: CAR-T alone contributes 233 of the 784 halted trials, for which the CAR-T-excluded sensitivity analysis is the appropriate check.",True,False,False
C196,5. Limitations,"** Among concluded Phase 2+ interventional trials, 534 completed and 235 halted, so the stated-reason field observes only 30.",True,True,False
C197,5. Limitations,"6% of concluded programs — and completed-but-failed trials, where efficacy failure normally lands, are structurally excluded.",True,False,False
C198,5. Limitations,"Every ratio in this paper describes halted trials, not programs.",False,True,False
C199,5. Limitations,"Registry-wide termination analyses report recruitment as dominant and business causes as substantial across all therapeutic areas, so part of what we measure may be a registry-wide property rather than a property of molecular medicine.",False,True,True
C200,5. Limitations,Running the same classification on a matched non-molecular comparator is the first thing we would add.,False,True,False
C201,5. Limitations,"gov under-represents trials registered only in CTIS, the Chinese registry or jRCT, which affects both the geography estimates and the halt rates.",False,True,False
C202,5. Limitations,** Figure 6 rests on six hand-selected cases from trade reporting.,True,False,False
C203,5. Limitations,A denominator of all approved cell and gene therapies would convert it into a rate.,False,True,False
C204,5. Limitations,"** The cut-points are defensible but arbitrary, and the therapeutic rule counts Phase 3+ *trials* rather than distinct programs, so a platform with many trials of few molecules scores like one with many molecules.",True,False,False
C205,5. Limitations,All verbatim strings are published alongside their labels so the classification can be audited or redone.,False,True,False
C206,5. Limitations,"Conclusion Across 14,061 registered trials in molecular precision medicine, programs stop for money roughly six times as often as they stop for science, and the most scientifically mature therapeutic modality in the field is its most commercially fragile.",True,True,False
C207,5. Limitations,The frontier editors are the reason this matters prospectively rather than only retrospectively.,False,True,False
C208,6. Conclusion,"gov API v2 and PubMed E-utilities, both retrieved 2 September 2026.",True,False,False
C209,6. Conclusion,"** 20 subfamilies were defined across four families, each with an explicit phrase query; a 21st row (AI-originated drug candidates) is a targeted probe of 33 named candidate molecules rather than a registry query and is flagged as such wherever it appears.",True,False,False
C210,6. Conclusion,"** The registry's search applies concept expansion that badly contaminates phrase queries: a lentiviral query returned 7,296 studies, of which only 279 concerned lentiviral vectors — the remainder were HIV trials matched through a lentivirus-to-HIV concept link.",True,True,False
C211,6. Conclusion,"Every record was therefore re-retrieved with brief summary, detailed description, keyword and intervention-name fields, and re-filtered with a literal case-insensitive regular expression per subfamily.",False,True,True
C212,7. Methods,"This reduced 25,600 returned records to 14,061 retained records across 13,486 unique registrations.",True,True,False
C213,7. Methods,A record is flagged as technology-driven when the technology term appears in an intervention name or the trial title; diagnostic platforms are staged only on that flagged subset.,False,True,False
C214,7. Methods,"Therapeutic: stage 5 requires ≥3 Phase 3+ trials and ≥30% industry sponsorship; stage 4, ≥1 Phase 3+; stage 3, ≥10 interventional; stage 2, ≥1 interventional.",True,False,False
C215,7. Methods,"Diagnostic: stage 5 requires ≥5 assay-guided Phase 3+ trials and ≥200 records; stage 4, ≥1 and ≥100 records; stage 3, ≥10 assay-guided interventional; stage 2, ≥20 records.",True,False,False
C216,7. Methods,"All stage values are generated mechanically from these rules applied to columns in the published master table, with no manual overrides.",False,True,False
C217,7. Methods,"** All 851 terminated, withdrawn or suspended records were retrieved with the sponsor-stated reason field; 788 (93%) carry text.",True,True,False
C218,7. Methods,"The 673 distinct strings were classified into eleven categories by a language model constrained to a fixed enumerated schema, instructed to prefer a scientific cause whenever the text states one.",True,False,True
C219,7. Methods,"Two categories carry uninformative text and are kept visible rather than dropped or attributed: ""no reason stated"" (n = 63, blank field) and ""unclear"" (n = 49, text present but no cause).",True,False,True
C220,7. Methods,Trials whose text describes transfer into a long-term follow-up or extension study were classified as administrative transfers (n = 34) and excluded.,True,False,False
C221,7. Methods,"Finally, **33 registrations matched two subfamily queries and were deduplicated to one row each**, giving the 784-trial analysis set used in Section 2.",True,False,False
C222,7. Methods,1 and Section 3; Figures 2 and 3 retain the per-subfamily (pre-deduplication) basis because a trial's blocker is reported within each technology it belongs to.,True,False,True
C223,7. Methods,An initial keyword-based pass left 31% of reasons unclassifiable and mislabelled the rollover cases as failures; it was discarded.,True,False,False
C224,7. Methods,"** For each subfamily with at least 8 distinct industry sponsors, we computed the share of those sponsors whose most recent trial start year was 2022 or earlier.",True,True,False
C225,7. Methods,"It does not distinguish a sponsor that exited from one that ran a single trial and never returned, which is the leading candidate explanation for its null result.",False,True,False
C226,7. Methods,"Effect sizes are reported as odds ratios and are described as such: with outcome prevalences of 22–66% they are substantially larger than the corresponding risk ratios and must not be read as ""times more likely"".",True,False,False
C227,7. Methods,"** Country participation is computed on an any-site basis (a trial counts toward every country in which it has a site), not by a single primary country, which an earlier alphabetical assignment had biased.",False,True,False
C228,7. Methods,"**Systematic post-approval outcome tracking** across all approved cell and gene therapies — launch date, list price, patients treated, withdrawal events — from FDA and EMA registers and national HTA decisions.",False,True,False
C229,7. Methods,** First-to-last trial intervals per sponsor would be a better commitment signal than trial volume and would identify funding-driven exits directly; the required fields are already in the published trial table.,False,True,False
